ID,question,label,answerA,answerB,answerC,answerD,answerE
30ZKOOGW2YKHJWL8RDOFDGR9R9J1AO-2,"Patricia always had a hard time trying to catch the ball unlike Betty, because _ was coordinated.",C,Craig,Donald,Betty,Patricia,Lindsey
3FULMHZ7OWBZDWRGBYXMK5TBVYR4M5-2,The mother said William was easier to potty train than Ryan because _ was less mature.,C,Robert,Amy,Ryan,William,Randy
3FULMHZ7OWBZDWRGBYXMK5TBVYR4M5-1,The mother said William was easier to potty train than Ryan because _ was more mature.,E,Michael,Donald,Emily,Ryan,William
3ABAOCJ4R82R8CF7PXSZVA68YHOQMU-1,"Laura wanted a child and Victoria does not, so _ started trying to get pregnant after marriage.",E,Emily,Nick,Victoria,Joel,Laura
3V8JSVE8Y04HZFDNJ7XANMS9H9EEYE-2,"Nick was less concerned about safety than Craig, so _ was put in charge of creating the rules.",D,Kenneth,woods,Nick,Craig,Dennis
3V8JSVE8Y04HZFDNJ7XANMS9H9EEYE-1,"Nick was more concerned about safety than Craig, so _ was put in charge of creating the rules.",A,Nick,scooter,Eric,Craig,Laura
3WRBLBQ2GR63S9EMXW0P3ZVTPV50GX-1,Sarah washed their countertops frequently to keep them clean but Monica's were always a mess because _ was very careful.,C,Ryan,Laura,Sarah,Monica,Megan
3WRBLBQ2GR63S9EMXW0P3ZVTPV50GX-2,Sarah washed their countertops frequently to keep them clean but Monica's were always a mess because _ was very careless.,D,Rebecca,Sarah,Laura,Monica,Randy
33W1NHWFYJZJTO5P5OOO0F1DSDWTZ5-1,So _ has many goals in life Natalie wants to succeed in life and Kayla just doesn't care as much.,C,Christine,Michael,Natalie,Kayla,Eric
33W1NHWFYJZJTO5P5OOO0F1DSDWTZ5-2,So _ has little goals in life Natalie wants to succeed in life and Kayla just doesn't care as much.,E,Emily,Natalie,Rachel,Natalie,Kayla
3UXQ63NLAAKKYOVX63UU08WKCBJLBV-1,"Nelson was nice and Kyle was mean, which explains why _ had all the good friends.",B,Christopher,Nelson,Eric,Brian,Kyle
3UXQ63NLAAKKYOVX63UU08WKCBJLBV-2,"Nelson was nice and Kyle was mean, which explains why _ had all the contrary friends.",A,Kyle,Joseph,Nelson,Dennis,Joel
33N1S8XHHOZIK4TG354EU9II0U61Z5-2,So _ was calmed by the pig because Rachel has been attacked by one before and Samantha owns a farm.,E,Rachel,Rachel,Cynthia,Sarah,Samantha
33N1S8XHHOZIK4TG354EU9II0U61Z5-1,So _ was scared by the pig because Rachel has been attacked by one before and Samantha owns a farm.,B,Matthew,Rachel,Samantha,Kayla,Jennifer
3YLPJ8OXXARA78QKP5ZVVM9A4CKX4F-2,"Instead of buying the a video game for her son for his birthday like he wanted, Angela bought him a bicycle because the _ was too expensive.",C,second plan,sport,video game,bird house,bicycle
3WGCNLZJKF60NEPDRP3HBJB6HQ7D15-1,"The laundry detergent that Cynthia uses works better than Jennifer's, so _ must spend more money on it.",A,Cynthia,Christopher,Jennifer,Joel,Rebecca
3WGCNLZJKF60NEPDRP3HBJB6HQ7D15-2,"The laundry detergent that Cynthia uses works better than Jennifer's, so _ must spend less money on it.",D,Natalie,Joseph,Cynthia,Jennifer,Emily
3N7PQ0KLI73GJCGZUM4KXSWW88JE38-1,It took longer for Hunter to install the flooring than it took Benjamin although _ was a carpenter.,A,Hunter,Jason,brown,Michael,Benjamin
3N7PQ0KLI73GJCGZUM4KXSWW88JE38-2,It took longer for Hunter to install the flooring than it took Benjamin because _ was a carpenter.,D,Leslie,Robert,Hunter,Benjamin,Jeffrey
31MCUE39BM0E3QCQ0HU8XVH8LANG3O-2,Jennifer was being taken out Sarah out to a restaurant for _ wanted to thank the other for helping them in a difficult time.,E,Jason,Rachel,Emily,Jennifer,Sarah
31MCUE39BM0E3QCQ0HU8XVH8LANG3O-1,Jennifer was taking out Sarah out to a restaurant for _ wanted to thank the other for helping them in a difficult time.,E,Rachel,Laura,Jessica,Sarah,Jennifer
3EQPA8A374UALWAD9WYK6BQVZU4ZJR-1,Jason showed Michael how to get rid of bed bugs because _ had been infected once.,D,Michael,Sarah,Megan,Jason,Benjamin
3EQPA8A374UALWAD9WYK6BQVZU4ZJR-2,Jason showed Michael how to get rid of bed bugs because _ currently had an infestation.,D,Brian,Jason,Dennis,Michael,Rebecca
3DW3BNF1GJWJMK8R1TOQODSTOZZV8S-2,"Christopher had a hangover from the night of the party, while Donald was not, because _ was a heavyweight drunk.",A,Donald,Christopher,Robert,Logan,brown
3DW3BNF1GJWJMK8R1TOQODSTOZZV8S-1,"Christopher had a hangover from the night of the party, while Donald was not, because _ was a lightweight drunk.",C,Donald,Kyle,Christopher,Joel,Brian
3VCK0Q0PO5C921V8K0DKTJ4QVL3N01-2,"Betty mailed Laura's lost luggage to them in the mail, because _ had left it at their house.",D,Joel,Betty,Maria,Laura,Sarah
3VCK0Q0PO5C921V8K0DKTJ4QVL3N01-1,"Betty mailed Laura's lost luggage to them in the mail, because it had been left at _ 's house.",C,Megan,teddy,Betty,Leslie,Laura
3VGZ74AYTIU2GQ89TA59QYL3T1MGC4-2,"Despite winning the lottery, Lindsey refused to loan Jennifer money to pay bills, because _ was a mooch.",C,Joel,Carrie,Jennifer,Lindsey,Rachel
3VGZ74AYTIU2GQ89TA59QYL3T1MGC4-1,"Despite winning the lottery, Lindsey refused to loan Jennifer money to pay bills, because _ was greedy.",A,Lindsey,Robert,Logan,Eric,Jennifer
3OYHVNTV5VC8R11V96ZFJQ7CNWBKOT-2,"The water was just right for Felicia but too cold for Christine, so _ got out of the pool.",D,Matthew,Joseph,Samuel,Christine,Felicia
3AJA9FLWSECNFTYEA0VDJGJM4IQIFA-2,"At the park, the boy said hello to William but ignored Randy, because _ was his enemy.",A,Randy,Christopher,Monica,Steven,William
3AJA9FLWSECNFTYEA0VDJGJM4IQIFA-1,"At the park, the boy said hello to William but ignored Randy, because _ was his friend.",A,William,Randy,Cynthia,Kevin,Steven
3OB6JN3A9QNRKDU72CHZ00GDZM7RMK-1,Elena told Katrina to cut the circuits to the bomb before it explodes because _ is busy fighting.,C,Katrina,Amy,Elena,Rebecca,Emily
360ZO6N6J1HLGDYL8VHD9FGJOJMM9A-1,Derrick had excellent credit but Christopher did not because _ didn't spend beyond their means.,A,Derrick,Christopher,Craig,Steven,Ryan
360ZO6N6J1HLGDYL8VHD9FGJOJMM9A-2,Derrick had excellent credit but Christopher did not because _ often spent beyond their means.,C,Kyle,Derrick,Christopher,Jeffrey,Neil
3X55NP42EQUKG35P30KVR4V0MFKP33-2,"Samantha was Monica's nurse while she was in the hospital emergency room, so _ had her blood drawn for tests.",A,Monica,Amy,Samantha,Rebecca,Maria
3X55NP42EQUKG35P30KVR4V0MFKP33-1,"Samantha was Monica's nurse while she was in the hospital emergency room, so _ drew her blood for tests.",D,Monica,Christopher,Natalie,Samantha,Robert
3SV8KD29L66KQ5F2BFAWZOEG7QMZKY-1,Joel yielded Lawrence his place in line at the checkout at a supermarket because _ is not in a hurry.,A,Joel,Brian,William,Neil,Lawrence
3SV8KD29L66KQ5F2BFAWZOEG7QMZKY-2,Joel yielded Lawrence his place in line at the checkout at a supermarket because _ seems to be in a hurry.,E,Emily,Robert,Craig,Joel,Lawrence
3PZDSVZ3J7V5VECGNZCMXKIB0O14N5-2,Erin was injured during the event but not Laura because _ was right in the middle of the safe area.,E,Samantha,William,Erin,Joel,Laura
31J7RYECZN4YFFCCO4D5MU7JJBFL1Z-1,"At the new job, Mary was given a smaller uniform than Angela because _ was skinnier.",B,Emily,Mary,Christopher,Angela,Cynthia
31J7RYECZN4YFFCCO4D5MU7JJBFL1Z-2,"At the new job, Mary was given a smaller uniform than Angela because _ was heavier.",E,Mary,Natalie,Megan,Jennifer,Angela
3RWO3EJELH79CBS3WYUCBDSV0T71PD-2,"In the middle of the night, Rachel checked Carrie's garage but there was no car. _ was gone.",D,Rachel,Rachel,Joel,Carrie,Lawrence
3RWO3EJELH79CBS3WYUCBDSV0T71PD-1,"In the middle of the night, Rachel checked Carrie's garage but there was no car. _ was worried.",B,Christopher,Rachel,Carrie,Cynthia,Kyle
3P520RYKCJK0MN0PY57IG7GJ8IR5U9-2,"In geometry class Craig commented that Brett's nose is too big, resulting in _ giving him a shiner.",C,Craig,coach,Brett,Craig,Jason
3P520RYKCJK0MN0PY57IG7GJ8IR5U9-1,"In geometry class Craig commented that Brett's nose is too big, resulting in the teacher giving _ a demerit.",B,Aaron,Craig,Christine,Brett,Rachel
3VEI3XUCZRVX5GRKUS9RH4A84RYPRU-2,"Adam asked Joseph to buy them a skateboard for their birthday, even though _ thought it was unsafe.",B,Cynthia,Joseph,Matthew,Adam,Christine
37OPIVELUU1DTI7F94F0D5J7IWQHAZ-1,William loved the music that Adam was listening to. _ bought himself a CD by the same artist.,A,William,Adam,Joseph,Maria,Ryan
3421H3BM9AFVF5S05Y4LTNO2P5V9JY-1,"I always had trouble in University compared to school, because the _ was very intense.",B,school,University,city,university,college
3QREJ3J433VLRRZRCG7NZBFA4PNKLI-1,"While sparring, Sarah poked Christine's eye by accident with a finger. _ was feeling very sorry.",B,Kyle,Sarah,Megan,Kevin,Christine
3QREJ3J433VLRRZRCG7NZBFA4PNKLI-2,"While sparring, Sarah poked Christine's eye by accident with a finger. _ was feeling very hurt.",E,Sarah,Christopher,Craig,Sarah,Christine
35F6NGNVM8HLFP0C2VK5HXK5NYDT7J-2,Canada was an ideal place for Emily to live but not for Rachel because _ loved warm weather.,A,Rachel,Nick,Monica,Emily,Joseph
35F6NGNVM8HLFP0C2VK5HXK5NYDT7J-1,Canada was an ideal place for Emily to live but not for Rachel because _ loved cold weather.,C,Neil,Rachel,Emily,Matthew,Aaron
3TUOHPJXYHV7MLAXFDTEYG4SY56XWD-2,Brett angrily threw a small rock at Kenneth's face during lunch time because _ stole his food.,A,Kenneth,Samantha,Cynthia,Brett,clay
3TUOHPJXYHV7MLAXFDTEYG4SY56XWD-1,Brett angrily threw a small rock at Kenneth's face during lunch time because _ thinks he stole his food.,E,Lindsey,Jason,Kenneth,Leslie,Brett
3WRAAIUSBJXAF87UE8XMGR7115OAXX-2,Christine stayed over with Elena at their house because the home of _ was free of mold.,D,Christine,William,Rachel,Elena,Jason
3WRAAIUSBJXAF87UE8XMGR7115OAXX-1,Christine stayed over with Elena at their house because the home of _ was filled with mold.,E,Elena,Natalie,Neil,Eric,Christine
3NI0WFPPI9E1VGPGLJR3R8I4VE706U-1,"Angela rode horses all their life and Amy just started, so _ rode really well over the weekend.",E,Jessica,Amy,Maria,Lawrence,Angela
3NI0WFPPI9E1VGPGLJR3R8I4VE706U-2,"Angela rode horses all their life and Amy just started, so _ trained really hard over the weekend.",E,Sarah,Angela,Steven,Emily,Amy
3VO4XFFP15K8N98KLRQACS9I3SUQ7K-2,"Erin could make some mean dishes while Samantha was mediocre at it, so _ was less skilled at cooking.",B,Matthew,Samantha,Erin,Sarah,Donald
3ICOHX7ENEPK2KH2BZM1VUYP5KJE09-1,Jennifer asked Erin what time it was since _ had forgotten to wear her watch.,B,Erin,Jennifer,Rachel,William,Michael
39AYGO6AFHYJA1GU6N51UI2QXIH6NB-2,Nick was helping Jeffrey from trying to smoke cigarettes because _ now smokes two packs a day.,E,Brian,Nick,Kenneth,Leslie,Jeffrey
39AYGO6AFHYJA1GU6N51UI2QXIH6NB-1,Nick was helping Jeffrey from trying to smoke cigarettes because _ used to smoke two packs a day.,C,Justin,scooter,Nick,Jeffrey,Joel
3087LXLJ6OUC8YHY6A67DCJPHNO0F7-2,Donald had many businesses compared to Brett because _ was an average and lazy person.,C,Donald,Christopher,Brett,Craig,Aaron
3087LXLJ6OUC8YHY6A67DCJPHNO0F7-1,Donald had many businesses compared to Brett because _ was a hardworking and motivated person.,A,Donald,Brett,Jason,brown,Logan
3VLL1PIENQMOM71AP9QPE77H33BOZV-2,Felicia got stung by a bunch of bees on the same day that Sarah went to the spa for a whole day. _ was in bliss.,A,Sarah,Jessica,Felicia,Megan,Amy
3NCN4N1H1IVPGDXP2EM95YOICS8BN0-2,Kyle handed the letter to Randy to read to his hearing because _ is literate.,A,Randy,Rachel,Kyle,Rebecca,Amy
3NCN4N1H1IVPGDXP2EM95YOICS8BN0-1,Kyle handed the letter to Randy to read to his hearing because _ is illiterate.,A,Kyle,Samantha,Amy,Rebecca,Randy
3JUDR1D0D6P118BEFF9FG1SAXUD2QQ-2,Darlene was making a casserole and decided to top it with tater tots instead of potato chips because her family had already had it with the _ before.,E,sandwiches,mint,tater tots,stuffed animals,potato chips
3TL87MO8CO3P5U6KV3SQBWBELCZFLG-2,"Jim used a variety of shovels to dig the hole, but decided not to use the digging iron, so the _ stayed shiny.",B,swimming pool,digging iron,boat,shovels,tiger
3ZXNP4Z39TZCQ1REDKUEN4YWMVQL73-2,"Natalie had a hot flash caused by menopause and turned the thermostat down, even though Elena was cold. _ was upset by the cooler temperature.",B,Joseph,Elena,Natalie,Jennifer,Joel
3ZXNP4Z39TZCQ1REDKUEN4YWMVQL73-1,"Natalie had a hot flash caused by menopause and turned the thermostat down, even though Elena was cold. _ was relieved from the cooler temperature.",C,Elena,Samuel,Natalie,Megan,Christopher
3GS542CVJVLN86DFGW0RSD5X2LG59H-1,Monica got along well with their boss but Emily did not because _ had a very pleasant boss.,C,Rebecca,Joel,Monica,Emily,Randy
3GS542CVJVLN86DFGW0RSD5X2LG59H-2,Monica got along well with their boss but Emily did not because _ had a very rude boss.,E,Betty,Aaron,Kevin,Monica,Emily
33Q5P9PUSPKNDI47Z4HYJ7D0940CZJ-2,"Derrick thought the letter Logan wrote was way too formal, because _ prefers using a professional style.",A,Logan,Elena,William,Derrick,Matthew
33Q5P9PUSPKNDI47Z4HYJ7D0940CZJ-1,"Derrick thought the letter Logan wrote was way too formal, because _ prefers using a casual style.",A,Derrick,Ryan,Logan,Kyle,Steven
3TLFH2L6Y9METO36WJ3AL63XCM62TZ-1,Craig loved tadpoles while Samuel didn't so _ took the task of cleaning up the pond.,E,Rebecca,Jason,Samuel,Kayla,Craig
3TLFH2L6Y9METO36WJ3AL63XCM62TZ-2,Craig loved tadpoles while Samuel didn't so _ took the task of cleaning up the car.,B,Leslie,Samuel,Elena,Neil,Craig
3J6BHNX0UB6Q9G1J8RZ24177XCTKNH-2,"Dennis went to the theater to watch the thriller, but Jeffrey did not come along, because _ found suspenseful movies frightening.",C,Dennis,Steven,Jeffrey,Eric,Joseph
3J6BHNX0UB6Q9G1J8RZ24177XCTKNH-1,"Dennis went to the theater to watch the thriller, but Jeffrey did not come along, because _ found suspenseful movies amusing.",D,Jeffrey,Matthew,Amy,Dennis,William
3HXK2V1N4KDAOJH0CJ43MNO8MR0G24-1,Jessica has to wear a bigger bra than Katrina because _ body type is more voluptuous.,B,Katrina,Jessica,Randy,Michael,Natalie
33KGGVH24UFELKUUIP4T5QEYXD6X1O-2,"Dennis was supposed to pilot the flight of Randy, but _ switched flights to another plane.",B,Aaron,Randy,Dennis,Dennis,Rachel
33KGGVH24UFELKUUIP4T5QEYXD6X1O-1,"Dennis was supposed to pilot the flight of Randy, but _ was reassigned to another plane.",C,Neil,Randy,Dennis,Amy,Natalie
34ZTTGSNJZ2KAND3IYOMV3MLCG0HQ9-2,"Brett was always trying to get as much calcium into his body as possible unlike Kyle, because _ had enough.",C,Logan,Samantha,Kyle,Brett,Dennis
34ZTTGSNJZ2KAND3IYOMV3MLCG0HQ9-1,"Brett was always trying to get as much calcium into his body as possible unlike Kyle, because _ had a deficiency.",D,Kyle,Kyle,Steven,Brett,Brian
3DZKABX2ZKJLYNY4I54VQZOCEGZCVA-2,Megan was consoling as Laura had shrunk _ 's favorite jersey in the dryer as it had been raining.,E,Michael,Megan,Mary,Logan,Laura
3DZKABX2ZKJLYNY4I54VQZOCEGZCVA-1,Megan was annoyed as Laura had shrunk _ 's  favorite jersey in the dryer as it had been raining.,A,Megan,Laura,Jessica,Nick,Logan
37J05LC5AXH7IV5HHE9NFJ7SGRRJD8-2,"Dennis was an environmentalist and did not want Neil to use a water bottle, _ didn't use metal.",D,Dennis,Aaron,Ryan,Neil,Logan
37J05LC5AXH7IV5HHE9NFJ7SGRRJD8-1,"Dennis was an environmentalist and did not want Neil to use a water bottle, _ insisted on metal.",A,Dennis,Lindsey,Brian,Neil,William
33K3E8REWY9BQ9DM18P8CYPE4Q8X8U-2,"At the paint store this morning, Emily asked Rachel what color _ wants to choose for the kitchen.",B,Michael,Rachel,Jennifer,Emily,William
33K3E8REWY9BQ9DM18P8CYPE4Q8X8U-1,"At the paint store this afternoon, Emily asked Rachel what color _ should choose for the kitchen.",E,Robert,Rachel,Sarah,Samuel,Emily
391FPZIE4E0C2GKKZ78R54J9DR3UH0-1,"The top that Elena borrowed from Cynthia barely fit over her, as _ was much wider in the torso.",D,Cynthia,Maria,Laura,Elena,Jennifer
391FPZIE4E0C2GKKZ78R54J9DR3UH0-2,"The top that Elena borrowed from Cynthia barely fit over her, as _ was much slimmer in the torso.",C,Elena,Laura,Cynthia,Rachel,Matthew
3UUSLRKAUNHTSP3M03WQ4RQRDODD78-1,Joel would constantly spill things and make Kevin clean it up because _ was a bully.,B,Kevin,Joel,Robert,Natalie,Rachel
3UUSLRKAUNHTSP3M03WQ4RQRDODD78-2,Joel would constantly spill things and make Kevin clean it up because _ was being bullied.,B,Robert,Kevin,Steven,Kyle,Joel
3JMNNNO3B126L570RO8L8QAWLUE2WC-1,I chose the milk chocolate bar over the dark chocolate bar for my reward because the _ is bigger.,A,milk chocolate,jelly,mint,juice,dark chocolate
3JMNNNO3B126L570RO8L8QAWLUE2WC-2,I chose the milk chocolate bar over the dark chocolate bar for my reward because the _ is smaller.,E,tea,soda,milk chocolate,baby,dark chocolate
36AZSFEYZ6E2OI6Y4580FFIVXMUBVI-2,"The sample that Betty gave the company was clean unlike Kayla, because _ tried to hide something.",D,Kyle,Betty,Cynthia,Kayla,Natalie
36AZSFEYZ6E2OI6Y4580FFIVXMUBVI-1,"The sample that Betty gave the company was dirty unlike Kayla, because _ tried to hide something.",E,Kayla,Megan,doll,Leslie,Betty
3IQ9O0AYW8DXYYGF5K020KYMUAOIT7-2,"While repairing the drywall, Joel asked Ian if the texture of the new drywall matched the old drywall in the dining room, because _ was in the dining room.",E,Rachel,Joel,Kevin,Joel,Ian
3IQ9O0AYW8DXYYGF5K020KYMUAOIT7-1,"While repairing the drywall, Joel asked Ian if the texture of the new drywall matched the old drywall in the dining room, because _ was in the living room.",D,Laura,Ian,Randy,Joel,William
3BPP3MA3TCII5R7HGUWK1G25KRDELC-2,"Adam could install flooring expertly and quickly, which was great for the less skilled Michael. _ was quite inefficient in his methods.",C,Adam,Mary,Michael,Star,Amy
33W1NHWFYJZJTO5P5OOO0F1CQD4ZTF-1,Carrie needed to twist backward to talk with Monica because _ was in front of her.,E,Joel,Monica,Elena,Samantha,Carrie
33W1NHWFYJZJTO5P5OOO0F1CQD4ZTF-2,Carrie needed to twist backward to talk with Monica because _ was behind of her.,D,Jessica,Carrie,Elena,Monica,Lawrence
3FI30CQHVMXH9SRX3X0S3N2VFCU6BC-1,Rachel's research wasn't as thourough as Cynthia's because _ didn't have access to the chemistry lab.,D,Carrie,Eric,Cynthia,Rachel,Joel
3FI30CQHVMXH9SRX3X0S3N2VFCU6BC-2,Rachel's research wasn't as thourough as Cynthia's because only _ had access to the chemistry lab.,E,Rachel,Natalie,Kenneth,Samuel,Cynthia
3LB1BGHFL4AJOYVK92M5M8SBMJCYT3-1,Michael convinced Randy that his priceless glass vase was a knockoff because _ is disingenuous.,C,Carrie,coach,Michael,Randy,Ryan
3LB1BGHFL4AJOYVK92M5M8SBMJCYT3-2,Michael convinced Randy that his priceless glass vase was a knockoff because _ is exploitable.,B,Michael,Randy,Jessica,Matthew,Monica
3UYRNV2KIVD6EFZIZ22ZEWYG2MCN8Y-2,Patricia is known to be less gracious than Lindsey because _ is just thankful for everything.,B,Lawrence,Lindsey,Dennis,Patricia,Brian
3UYRNV2KIVD6EFZIZ22ZEWYG2MCN8Y-1,Patricia is known to be less gracious than Lindsey because _ just isn't thankful for anything.,A,Patricia,Joseph,Laura,Samuel,Lindsey
3MWOYZD5WVMU5INRMLFVJK08O4BONB-1,Brian lost his foot race against Justin because _ ran much slower than his opponent did.,C,Joel,Justin,Brian,Jeffrey,Leslie
36U4VBVNQQRPRAYNVCKLJ8LF0YDRU2-1,Elena was a worse overall tennis player than Mary however _ had a great serve.,C,Maria,Logan,Elena,Mary,Amy
36U4VBVNQQRPRAYNVCKLJ8LF0YDRU2-2,Elena was a worse overall tennis player than Mary however _ had a bad serve.,C,Samuel,Matthew,Mary,Elena,Joel
3C8QQOM6JRF9FL8AWBYBETO61ECILF-1,"When Christine crashed the car into Felicia's garden,  _ was sued for damages that the insurance company refused to pay.",C,Sarah,Samuel,Christine,Felicia,Lindsey
3L84EBDQ370A7LH9RGVMKB2VA3CKKW-2,Tanya was able to paint a pretty picture but Natalie was not. _ didn't have her work displayed in an art gallery.,B,Logan,Natalie,Joseph,Emily,Tanya
3K1H3NEY7NDCLIENT60KA43KCRAGDS-2,Joseph asked Kenneth to take their dog for a walk because _ was home all day.,B,Joel,Kenneth,Joseph,Dennis,Aaron
3K1H3NEY7NDCLIENT60KA43KCRAGDS-1,Joseph asked Kenneth to take their dog for a walk because _ needed to work.,B,Nelson,Joseph,Christopher,Elena,Kenneth
373L46LKP74FW1BR9VVAJW2IVLSKJR-1,Using a broom was good for Kayla to clean but not Victoria because _ had hard wood floors.,A,Kayla,Victoria,Cynthia,Craig,Rachel
3XABXM4AJ13CNND3VWIGQS5DEGQ8QN-1,The breath of Benjamin was better than the breath of Jason was because _ made sure to gargle every day.,C,Jason,William,Benjamin,Robert,Brian
3XABXM4AJ13CNND3VWIGQS5DEGQ8QN-2,The breath of Benjamin was worse than the breath of Jason was because _ made sure to gargle every day.,E,coach,Angela,Rachel,Benjamin,Jason
36GJS3V78VOAUFF8J4AVL4APOZ6GJ5-2,Joseph did their home renovations their self but not Michael because _ had limited experience as a contractor.,E,Elena,Craig,Jason,Joseph,Michael
36GJS3V78VOAUFF8J4AVL4APOZ6GJ5-1,Joseph did their home renovations their self but not Michael because _ had extensive experience as a contractor.,A,Joseph,Michael,Rachel,Samuel,Robert
3X2LT8FDHWGH7K9P75HMIHNZ2H88WS-2,Samuel scratched their head less often than Joel did because _ had a case of lice.,D,Samuel,Benjamin,Amy,Joel,Angela
3X2LT8FDHWGH7K9P75HMIHNZ2H88WS-1,Samuel scratched their head more often than Joel did because _ had a case of lice.,E,Aaron,Joel,Joel,Cynthia,Samuel
371QPA24C2M743LADF3WGNTSKENT10-1,"Elena was more likely to get defensive during conversation than Amy, because _ had a sensitive nature.",D,Joel,Joseph,Lawrence,Elena,Amy
371QPA24C2M743LADF3WGNTSKENT10-2,"Elena was more likely to get defensive during conversation than Amy, because _ did not have a sensitive nature.",C,Cynthia,Elena,Amy,Logan,Aaron
39N6W9XWRDL0P4A754BYVRPD6I0GYJ-2,He wanted to wear a tank top but she insisted on a shirt - the _ looked so scruffy.,D,socks,shirt,hair,tank top,orange
311HQEI8RSEH119B8N9N3LLMDEOZ73-1,Leslie promised Joel not to drink anymore and then had a blackout so _ was very sorry.,B,Samuel,Leslie,Joseph,Joel,William
311HQEI8RSEH119B8N9N3LLMDEOZ73-2,Leslie promised Joel not to drink anymore and then had a blackout so _ was very angry.,D,Matthew,Leslie,Ian,Joel,Ryan
3L1EFR8WWT3FA364M8D0EPWARG9F9R-1,"While fixing the window, Carrie had to take off Emily's screen because _ was hired too.",B,Joseph,Carrie,Emily,Joel,Rebecca
3L1EFR8WWT3FA364M8D0EPWARG9F9R-2,"While fixing the window, Carrie had to take off Emily's screen because _ hired them too.",C,Megan,Neil,Emily,Carrie,Joseph
379OL9DBSUS04JM6BWHOV8RZR3SY93-1,"Amy was grateful to Patricia for giving her some nausea medication, because _ felt really sick.",B,Jennifer,Amy,Kevin,Angela,Patricia
379OL9DBSUS04JM6BWHOV8RZR3SY93-2,"Amy was grateful to Patricia for giving her some nausea medication, while _ felt worried about her.",B,Mary,Patricia,Amy,Maria,Samantha
37PGLWGSJT4J1QRLRDAA7VNII1YIKY-2,Craig agreed to water Randy's plants while they were away since _ went on vacation.,B,Craig,Randy,Jessica,Christopher,Rachel
37PGLWGSJT4J1QRLRDAA7VNII1YIKY-1,Craig agreed to water Randy's plants while they were away since _ did not go on vacation.,C,Randy,Joel,Craig,Mary,Jessica
3VMHWJRYHVE5BZO2POJEUSISYMYXFW-2,Dennis was better at expressing their feelings than Benjamin because _ thought it was unnecessary.,B,Matthew,Benjamin,Nelson,Dennis,Christopher
3VMHWJRYHVE5BZO2POJEUSISYMYXFW-1,Dennis was better at expressing their feelings than Benjamin because _ thought it was important.,B,Benjamin,Dennis,Joel,Donald,Benjamin
3MVY4USGB6LHP94TWMJCYHESZWQISW-2,"Lawrence loved to visit their grandparents, but William found it depressing. _ hated hearing old stories about the past.",D,Angela,Lawrence,Craig,William,Maria
3MVY4USGB6LHP94TWMJCYHESZWQISW-1,"Lawrence loved to visit their grandparents, but William found it depressing. _ liked hearing old stories about the past.",E,Joel,Samantha,William,William,Lawrence
35O6H0UNLSECEIQO28R4H7J0YR75JT-2,Samuel thought walls along the border were a good idea but not Steven as _ was a strong Democrat.,A,Steven,Logan,Samuel,Eric,Samuel
35O6H0UNLSECEIQO28R4H7J0YR75JT-1,Samuel thought walls along the border were a good idea but not Steven as _ was a strong Republican.,B,Michael,Samuel,Steven,Benjamin,Aaron
3P4ZBJFX2V1QMZJCFJNSS94LU1GFWC-2,Victoria ran the rabbit into the cage and Megan closed it in after it was lured. _ was the passive one in the hunt.,E,Samantha,Victoria,Mary,Amy,Megan
34D9ZRXCYRS2JRLVKYRZHJQ9MNMSA1-1,Robert bought a pet hamster for Adam because _ wanted to give a great gift for Christmas.,C,Adam,Laura,Robert,Kevin,Eric
3VMHWJRYHXUK5ON99MVEMQ60REKXFE-2,The serum Betty was using doesn't work as well as Amy's because _ shopped at a high end store.,C,Christopher,Cynthia,Amy,Betty,Betty
3VMHWJRYHXUK5ON99MVEMQ60REKXFE-1,The serum Betty was using doesn't work as well as Amy's because _ shopped at a discount store.,E,Emily,teddy,Amy,Mary,Betty
3X55NP42EQUKG35P30KVR4V0MP6P39-2,Logan used his high end DSLR camera to take Kyle's picture because _ is a professional model.,A,Kyle,Neil,Logan,Jessica,Christopher
3X55NP42EQUKG35P30KVR4V0MP6P39-1,Logan used his high end DSLR camera to take Kyle's picture because _ is a professional photographer.,E,Maria,Joel,Craig,Kyle,Logan
3J94SKDEKK3E5LP3CAHT67CVMIW5DZ-2,Patricia carried a rifle to go deer hunting while Mary brought along a bow and arrow. _  had to kill a buck from a very short range.,B,Megan,Mary,William,Patricia,Brian
3J94SKDEKK3E5LP3CAHT67CVMIW5DZ-1,Patricia carried a rifle to go deer hunting while Mary brought along a bow and arrow. _ was able to kill a buck from very long range.,A,Patricia,Samantha,Robert,Samuel,Mary
3HXK2V1N4KDAOJH0CJ43MNO8MTOG2W-1,Rachel called a plumber when they had water leaks while Victoria did not because _ didn't know how to fix it.,E,Victoria,Amy,Lindsey,Cynthia,Rachel
3J9UN9O9J3QDJB4N52LS0CN9M3IJ0H-2,"Being health conscious, Natalie doesn't eat red meat, they gave the steak to Cynthia and _ was very full..",D,Natalie,Joel,Rebecca,Cynthia,Samuel
3J9UN9O9J3QDJB4N52LS0CN9M3IJ0H-1,"Being health conscious, Natalie doesn't eat red meat, they gave the steak to Cynthia and _ was still hungry.",A,Natalie,Lindsey,Donald,Dennis,Cynthia
378G7J1SJLWYGLJGK83MARJLDFGWEF-1,Emily sold Monica a bottle of lotion that she promised would keep her smooth and hair free; _ likes selling goods .,A,Emily,Betty,Monica,Cynthia,Neil
