ID,question,option1,option2,label
3RZS0FBRWK8TZE21CVJWS9BM4PLCPZ-2,"She was able to finish the stew, but threw away the rice, because the _ had been cooked perfectly.",rice,stew,2
3SZYX62S5GYJUNPM1Z27EHER7W757M-2,"While walking through the store, Carrie bought a shirt for Mary because _ had no style.",Carrie,Mary,2
3W31J70BASUSON5LZ3EOWSPNAHFKCA-2,Mary asked Laura to redo her hardwood floors. _ was indeed a very excellent carpenter.,Mary,Laura,2
3ZQA3IO31BPRRBG2HYHXMDN5QN61OP-2,Victoria wanted thinner thighs and picked up the drink instead of the shake because the _ was fattening.,drink,shake,2
3VJ4PFXFJ5LXSTC6T1YZOIW624ZUAV-2,"He loved his shoes more than she loved her sandals, because the _ were a common edition.",shoes,sandals,2
3UUSLRKAUNHTSP3M03WQ4RQRDIGD7Z-1,"The road went in a straight line but twisted on the hill, as the _ adapted to the course.",road,hill,1
3O2Y2UIUCQSZRZPVQ54P4YAQ7PSFKR-2,"Josie likes reading books, horrors and biographies. Josie likes the _ because of the truths.",horrors,biographies,2
3XBXDSS88AX65GX5VXYCH3BLQWRXLG-1,He had enough time between classes to go to a cafe or to the library. He went to the _ because his paper could wait.,cafe,library,1
3HY86PZXP0WK992K7IQ19ZHZAES1E6-1,Brian's hair always got big when it was humid. Dennis bought a dehumidifier to help. _ was grateful for the gesture.,Brian,Dennis,1
3HFWPF5AKBXHTVLHVHOPM90CAG33SA-2,The medication failed to treat the disease and doctors were in a panic because the _ was powerless.,disease,medication,2
33NKDW9FFXGY8N4SYMTDMMXP172XCD-2,Growing succulents indoors suited Patricia but not Samantha because _ did not have what is known as a green thumb.,Patricia,Samantha,2
3DTJ4WT8BFTH45NSFTZT1T1BNP7EZ2-2,Nick's door squeaks a lot softer than Brett's because _ has not fixed it yet this week.,Nick,Brett,2
3QREJ3J433VLRRZRCG7NZBFA4QTKLQ-1,Samuel asked Christopher for advice on how to act around a celebrity since _ knew they had experience being around them at their work.,Samuel,Christopher,1
3SSN80MU8CMGRLGGQZABA5AXBYFKXM-1,Cynthia asked if Victoria for help on buying an item online because _ had no knowledge on the topic.,Cynthia,Victoria,1
3EQPA8A374UALWAD9WYK6BQVZU4ZJR-1,Jason showed Michael how to get rid of bed bugs because _ had been infected once.,Jason,Michael,1
302U8RURJZZPV2WONX19ECUGK33VNR-1,Logan had an easier time starting a cruise line than Jeffrey because _ had more capital.,Logan,Jeffrey,1
3JMQI2OLF1JIVAV9GADF0OCHDD9ND4-1,"Recently, Donald has been suffering from hypochondria and Kevin was getting tired of it, so _ went to see a doctor.",Donald,Kevin,1
36818Z1KV3BYZA0GUJQY9BIXZQ83AC-2,My husband and I like the joint account better than the separate account as we cannot both access the _ .,joint account,separate account,2
3XWUWJ18TN4H72Q4Z6FQOJ8097RUU7-1,"I really don't like the new icons compared to the old designs, because the _ are horrible.",icons,designs,1
3BJKPTD2QCAVX8KRB9IBMEB5TU9RTR-1,"Aaron drank plenty of water before the hike, but Christopher forgot to, so _ ended up staying hydrated.",Aaron,Christopher,1
31MCUE39BM0E3QCQ0HU8XVH9NJ43GE-1,"While the man modified the height of the bike, the boy rode the tricycle, because the _ was the incorrect height.",bike,tricycle,1
3R5LWXWHR2MQJOJ4K61W4B6DTAUGX7-2,"Ryan wondered if Donald thought he was an enemy, but _ said he was being crazy.",Ryan,Donald,2
35ZRNT9RUIWN1EUH42VGA622JM03OO-1,Samantha could wrap a package well but Rachel could not. _ got a lot of compliments on their gift wrapping.,Samantha,Rachel,1
32204AGAADQTXYJPF2JA1PIJ5AQGH9-1,"He didn't hit the wall as many times as he hit the door, so the _ ended up being more damaged.",door,wall,1
3PKVGQTFIHIREUJLLF5AUV3K3C6RYM-2,"Emily asked Cynthia if they needed a moment to themselves, but _ was not feeling anxious.",Emily,Cynthia,2
37Y5RYYI0P3EF4TOV8JD1R17STFXS5-1,Amy asked to borrow money from Victoria as _ forgets to save her money for rainy days.,Amy,Victoria,1
3M47JKRKCZFY7UTQ0LGICLCV9Q868K-1,Matt wrote his speech down on a piece of paper instead of using his tablet because the _ would be easier to carry to the auditorium.,piece of paper,tablet,1
371Q3BEXDJNIEOSAGOJYQA5RPSPZSO-2,"I wanted to fry vegetables or meat, I decided to fry the _ because they are more healthier.",meat,vegetables,2
3BAWBGQGYNDFM638ROWKADWYDVV7VF-2,Mary kept slamming the door annoying Victoria because _ disliked the loud noise to know it's shut.,Mary,Victoria,2
3LG268AV3AK82E115C5GFQZCE2GERP-1,The chicken stock was more clear than the beef stock because the _ was less condensed.,chicken stock,beef stock,1
3E22YV8GG3KRK7YZLJ4A0IT7TU6NPC-1,"The products that my mom gave me wouldn't fit in the drawers, because the _ were too long.",products,drawers,1
3PCPFX4U4240WRMXN80MSIA7UPWQF1-2,"Amy borrowed an old skirt from Jennifer, since _ 's hips were too big for the skirt.",Amy,Jennifer,2
3FVBZG9CLJCHS59XH2I7OZ7U9BEH0A-2,Elena wore fancy clothing to the highschool prom and Laura wore a plaint T-shirt. _ was kicked out of the building.,Elena,Laura,2
3KA7IJSNW63AP9AVYVN1HP54M5LBPT-1,"Christine had a worst wedding than Rebecca because  in _  wedding, the weather was terrible.",Christine,Rebecca,1
382GHPVPHU5YRAJ65GS7O6K6W2243A-2,Our trip this yeas was shorter than our vacation last year because the _ was during a free time of year.,trip,vacation,2
3ACRLU860NC6SIL5PH7QND608ZJEBD-2,Elena was asked by Jessica to put patches in the holes in her pants; _ gave her some she bought at the store.,Elena,Jessica,2
386T3MLZLNTOZU84EYO1BMEV19W80N-1,"Ryan had gained some weight over the holidays but Ian hadn't, so _ increased the amount of walking they did for exercise.",Ryan,Ian,1
3IWA71V4TKUOMVUY8TSASKTNYG9X65-1,The playful dog went into the river and went over Niagara Falls because the _ was moving too fast.,river,dog,1
3XBXDSS88AX65GX5VXYCH3BKOO5LXY-1,Maria was not allowed to go to prom unlike Emily because _ was raised in a strong christian home.,Maria,Emily,1
3VGZ74AYTGENM1929CT9Y0XUYJAGCC-2,"Elena planted a tree and Erin yanked it out of the ground, so _ succeeded in their attempt to destroy life.",Elena,Erin,2
32PT7WK7DOTBR62ZYRT0RAECARO3D4-2,John told his parent he can go to college from home but had to take a cab to the church because the _ is far.,college,church,2
33J5JKFMK8C5GF643DZKR9LARXW3Q6-1,Hunter asked Derrick to make the fresh chips and dip for the birthday party because _ ran out of potatoes.,Hunter,Derrick,1
3I4E7AFQ2KXEZK1E3492KNPEER2TJB-2,"Kyle thought the temperature was too warm while William thought it was too cold, so _ turned the heat up.",Kyle,William,2
3D4BBDG7ZHUMSPXEEXMPF68LZUH3C4-1,The home of William was a lot smaller than that of Leslie by reason that _ was poorer.,William,Leslie,1
31KSVEGZ3662JENSQCZM1W6DM7ERWG-1,Declaring paternity is important for official records like medical records but not credit records because the _ are restricted.,medical records,credit records,1
38G0E1M85OJHKHF44WPVK5AIL6SUV4-2,Donald was poorer than Leslie was because companies had found oil on the property of _ .,Donald,Leslie,2
35XW21VSVISY9ZB61NSPIVUTBGOLST-1,John almost emptied his gas reading while driving around the border of the new town. The _ is long.,border,reading,1
3KLL7H3EGFFCFV9K4XIW1QLSR84HVO-2,"Emily's hair was recently dyed to get the gray out, but Erin has never had grays, so _ is younger.",Emily,Erin,2
3JHB4BPSFK7C1SWD0OOUQO0OYLGQ90-2,The bitter coffee was drunk happily by Logan but not William because _ got plenty of sleep the night before.,Logan,William,2
3UUSLRKAUNHTSP3M03WQ4RQSFWYD7D-1,I wanted to read books but wasn't sure if I wanted mystery or romance. My BF left me so I chose  the _ to get my mind off him.,mystery,romance,1
3126F2F5F818WCMF8MPRIXBPP0LEPF-2,"Ben played soccer and bowling every week. However, it was easy for him to play in the _ game because he hurt his arm.",bowling,soccer,2
3B286OTISEF9KO25X4ILPIZMVJJJAL-1,The gardener tried to put the peaches into the baskets but the _ were too small.,baskets,peaches,1
33K3E8REWY9BQ9DM18P8CYPE4PI8XD-1,"There was more chocolate in the cake than in the pie, so the _ was sweeter.",cake,pie,1
37AQKJ12TXM8DNXJFYN6MTCNCYLTTI-2,"At the dance, Samantha is asked rude questions by Rebecca because _ is a bully.",Samantha,Rebecca,2
3ACRLU860PSLM7KC9FJQFBU8WBABEW-2,The girl had to go to the mental hospital while the boy didn't because the _ was sane.,girl,boy,2
3X52SWXE0ZJYDCY98F9RC17RMGWCW0-1,"Since Craig threw aluminum cans in the trash and Benjamin recycled, _ was environmentally irresponsible.",Craig,Benjamin,1
3A9LA2FRWSCPPVF8KE7EXDU5JIZHX5-2,"Hunter didn't have a lot of tools in his garage like Brett, since _ was a rich individual.",Hunter,Brett,2
3OEWW2KGQLP0DVVLHPDSFDCM3XZDOE-1,The smell really annoyed Michael but had no effect on Justin since _ was so sensitive.,Michael,Justin,1
3RWB1RTQDL16H0BVFHFRIL3C3XW8PT-1,The medical exam for the broken arm was shorter than the exam on the heart because the _ was a serious problem.,heart,arm,1
3U18MJKL1W08QIPVGEI4GIU0TBVNC1-2,The rib-eye steak needed some artisan pepper to season it because the _ was flavorful.,steak,pepper,2
36JW4WBR06I8P9ONKK1SR6UYFBMFHR-1,"Ramos tried to send the file from his personal computer to his USB on Tuesday afternoon, but the _ broke down during transfer.",computer,USB,1
3SBNLSTU6U3XIAALZ0C93DVIU3SDZY-2,Kyle was an ideal person to run their own business but Joseph was not because _ was very chaotic.,Kyle,Joseph,2
39AYGO6AFHYJA1GU6N51UI2PW186N1-2,"Neil asked Brian to hand him the measuring tape, but _ already measured the wall to center the picture.",Neil,Brian,2
3JUDR1D0D6P118BEFF9FG1SAXQF2QK-1,The man tried to use the remote to turn on the television but the _ was too far.,remote,television,1
3XUSYT70ITZ0GP4VV6ZHXESWC10D07-1,Leslie could smell the body odor off of Steven even through the perfume they put on. _ was clean.,Leslie,Steven,1
3N2YPY1GI8C0VLIIEWAQGNOFZE1EV2-1,"Felicia sent an email to Christine, as _ needed some information about the employee benefit from the company they work for 10 years.",Felicia,Christine,1
3TKXBROM5VO3KVKATQMYYEBDWMWIJT-2,During the game it was Jeffrey's call to put Jason into position so the team could win because _ was the wide receiver.,Jeffrey,Jason,2
3ACRLU860PSLM7KC9FJQFBU9XUOBEF-1,"Tea and coffee should be drunk out of different vessels, cups and mugs respectively. Tea is usually served in the _ , with milk and sometimes sugar.",cup,mug,1
388CL5C1RL19JQXQQTGQEHNR1TELHQ-1,Jane cut a hair cut with a scissor after the blade had failed her. She thought the _ is dull.,blade,scissor,1
3QGTX7BCHP02EXVSKUUQ517QM8U5ZV-1,"Emily had big lips, which made Betty jealous. _ was happy to show her trick to make them look bigger.",Emily,Betty,1
39TX062QX1MAVN895TICTJTVVXM3XO-2,"Dennis had a much higher testosterone level than Christopher, so _ started to worry about being able to have children.",Dennis,Christopher,2
3XABXM4AJ13CNND3VWIGQS5DJUM8QG-1,Aubrey kept her hamster in a tank instead of a cage because the _ was cleaner for it.,tank,cage,1
3RWB1RTQDJLRNBCOVJ3RQNF3EZO8PF-1,Emily called Carrie to tell her that her young children were sick and therefore she couldn't go to the movies with her.  _ was apologetic.,Emily,Carrie,1
3CO05SML7XJ9BOM7X561U1X8K7E0R9-1,"Kyle had to remove a lot of mold from his house compared to Donald, because _ lives in a humid area.",Kyle,Donald,1
3PZDSVZ3J7V5VECGNZCMXKIB0KSN47-2,While any child could play with the toys cars there was an age requirement established for playing with the marbles because the _ were hazardous.,cars,marbles,2
3IH9TRB0FDDWPE4631GSUEFS4CI1IC-1,The oak tree weathered the storm but the sapling perished. This is because the _ tree was much more sturdy.,oak,sapling,1
3WYZV0QBFJBFYICMKMXIB2R7O2YBXH-2,The cards that were given in the deal were turned over before the stones since the _ were heavier.,cards,stones,2
3VGET1QSZ2DS1V3DHY1GWFFCK4J7WB-2,The daughter of Tanya was more embarrassed than Angela's daughter because _ talked to her in private.,Tanya,Angela,2
3G5RUKN2EEH6SKIS4U8DESTSNOCN90-2,"Jen got her boyfriend a watch and made him a playlist in order to be romantic, and he listened to the _ every day.",watch,playlist,2
32TMVRKDGNW5YIQ5XZB3NP48N2C846-1,The dishwasher is looking worse for wear than the microwave in the kitchen because the _ was installed in 1980.,dishwasher,microwave,1
33NKDW9FFXGY8N4SYMTDMMXP172XCD-1,Growing succulents indoors suited Patricia but not Samantha because _ had what is known as a green thumb.,Patricia,Samantha,1
37S0QRNUFBE6HJD7921G41KDPPO88V-2,"Lindsey had a sloppy resume, while Laura's was impressive, so _ had an easier time finding a job.",Lindsey,Laura,2
3LAZVA75NIPYGWYY02HBRWXAITV2OI-1,"The gun store sold a new ammo that was made from a new copper plating and gunpowder, but the _ rusted easily.",plating,gunpowder,1
38F60IALAGF7XE0SHWZW2IAIFPD0T6-1,Kevin enjoyed a better view of the play than Jason because _ 's seat had a better perspective .,Kevin,Jason,1
3VEI3XUCZTBCZ5QREQLR92YGSDDRPQ-2,James could see the other side of the room through the plate unlike the board that was there before. Definitely the _ is opaque.,plate,board,2
3NOEP8XAU6GWW1C3NPRJYKK4TAMPX4-2,"Erin drank her fill while Sarah abstained, since _ had a low tolerance for alcohol .",Erin,Sarah,2
3Z8UJEJOC1RZOGPIMBOY5EVLHVF393-1,James could clearly see the bottom of the swimming pool which was unlike his water tank beside it. The _ is clean.,pool,tank,1
3PA41K45VPI2HM6C5CNL4L7HSF67PP-1,I needed to get a cavity worked on. Should I get a root canal or a filling? The _ would hurt more.,root canal,filling,1
3T8DUCXY0PK4NXNC1QUPNRZKC6Z9TO-2,"The cat was shedding, so we went with the bath treatment instead of the medicine since the _ was unavailable.",treatment,medicine,2
3BO3NEOQM2VSJ2H6ZK9L5F8U6VUAIP-2,The drink was rich in caffeine and low in sugar because the _ was not enough to keep the drinker awake.,caffeine,sugar,2
3BPP3MA3TCII5R7HGUWK1G25KQ9EL6-2,Mary preferred to sleep in a nightshirt and not in a bra because the _ was dirty.,nightshirt,bra,2
3XEIP58NL21VABXKWFMXEORVWQ5LZ1-2,Cynthia asked Megan how to grow lettuce and a variety of other vegetables as _ was a professional gardener.,Cynthia,Megan,2
33W1NHWFYHJ4ZZ6ILQCO8HD429VTZL-1,The dog breeder decided to feed all of the dogs milk instead of water because the _ was preferred by the dogs.,milk,water,1
3MD8CKRQZ11GDUNTJDG7C6C5LUMRJ5-1,"While camping, Betty asked Christine to put the tent up because _ was a novice camper.",Betty,Christine,1
3ACRLU860NC6SIL5PH7QND608YVBEK-1,Samuel has hard time to detach from family and friends but Brett has no problem as _ is needy.,Samuel,Brett,1
36U4VBVNQQRPRAYNVCKLJ8LF0YDRU2-2,Elena was a worse overall tennis player than Mary however _ had a bad serve.,Elena,Mary,2
3SSN80MU8E2VLAFNAXMB23Y61YAXK5-2,If I want to build a swing should I build it out of wood or use a tire? It seems like the _ would get rotten eventually.,tire,wood,2
3M7OI89LVYMLP8KWXZKNM9K59KV6CN-1,Sam had the choice of adding ham or mushroom to the pizza. He added  the _ and the pineapple because he liked Hawaiian pizza.,ham,mushroom,1
3X7837UUAFCNRBP9RPD91BL9P126J4-2,"The doctor couldn't treat the arm infection, but was able to handle the ear ache. The _ was more petty.",arm infection,ear ache,2
3E22YV8GG3KRK7YZLJ4A0IT6RKWNPE-1,"Samantha was shocked and jealous that the pilot was attracted to Angela , since _ had been pursuing her all day.",Samantha,Angela,1
382GHPVPHSPJXLKZLIG7W8WX22G439-1,"Kenneth couldn't find a clean pair of underwear, so he took one from Joseph, so _ was able to get dressed on time.",Kenneth,Joseph,1
3VLL1PIENQMOM71AP9QPE77H33BOZV-1,Felicia got stung by a bunch of bees on the same day that Sarah went to the spa for a whole day. _ was in agony.,Felicia,Sarah,1
3HUR21WDDW3Q5F44ECN2BBDHZ99YXJ-1,"After the death of my grandma, she had donated her liver rather than her other organ, since the _ was unhealthy.",organ,liver,1
3T2EL38U0OYHWDDIN268YPAEYWHQXL-1,Nelson had an easy time writing stories but Joel struggled with it. _ had taken creative writing classes at the local community college.,Nelson,Joel,1
3P888QFVX58U24ZQMBJCFCJLMQNQON-1,"It was ironic that Victoria mocked Laura for being fat, since it was _ who was the chubby one.",Victoria,Laura,1
3SBNLSTU6U3XIAALZ0C93DVIU9HDZZ-2,"Kayla was having trouble with Bedwetting but Victoria wasn't, so _ bought some silk sheets.",Kayla,Victoria,2
3O2Y2UIUCQSZRZPVQ54P4YAQ29NKFQ-1,It was a good idea to take Angela but not Jessica to the dog park because _ loved dogs.,Angela,Jessica,1
32PT7WK7DOTBR62ZYRT0RAEC9NE3DL-1,"Sarah asked Elena what are the best actions to increase fertility, because _  did not know the course of action.",Sarah,Elena,1
3KG2UQJ0MJMXQU071Y7Z8PV8348NQV-2,Megan was going to cheat on a test but Erin refused to as _ was very honest.,Megan,Erin,2
301KG0KX9CJOOFCBWPML7N0967E2HR-1,"Megan despises traveling a lot more than Erin, therefore _ rarely leaves the country for holidays.",Megan,Erin,1
3FDWKV9VCPGYUULVQ4O4X9R6WF2UMH-1,"She used an air freshener in the bathroom but not in the living room, because the _ smelled bad.",bathroom,living room,1
3DWNFENNE599COLV81KU4D1URGBJ4J-1,Robert has to stock up on diapers and wipes even though Ian doesn't because _ just added a baby to their household.,Robert,Ian,1
3HRWUH63QWGNRXGG14VW2COQ1N6N5C-2,Elena stopped being friends with Katrina because _ was very selfish and never reciprocated the favors and help she was received.,Elena,Katrina,2
3UEDKCTP9X416V9WSKID84LHXNJ7K4-2,I went into the mine looking for diamonds but all I found was quartz and topaz.  I settled on the _ because it was almost clear.,topaz,quartz,2
30ZKOOGW2W42P7M17FCFLI3013FA16-1,The man tried to to use the new gas to fill the car but the _ was too old.,car,gas,1
3HRWUH63QWGNRXGG14VW2COQ2SI5NH-1,"While shopping at the yard sale, the woman passed on the dishes, but bought the spoons, because she already had many of the _ .",dishes,spoons,1
3CMIQF80GNOPJ9UF2HLI6E9M8HA6Q1-1,Mary had a better body and was more of a showoff than Emily. _ loves wearing bikinis to the beach.,Mary,Emily,1
3C8QQOM6JPZULW93CDMBMV0X73CLIH-1,"Natalie wanted to become a vegetarian much to Samantha's dismay, so _ started to eat more vegetables.",Natalie,Samantha,1
3KVQ0UJWPZZDERPUT5MJYV1HV3KW5V-2,John still find the sound of the radio annoying after putting a headphone on his head. The _ is just too quiet.,radio,headphone,2
30EMX9PEVMXNPTTOGNGO3VHDKBNSKN-1,The document was given to Nelson to work on and not Kenneth because _ had more experience.,Nelson,Kenneth,1
3RHLQY6EDVIW92L3Y5YJ1F6INSX4D4-2,"Concerned the food would cause stains, the woman put an apron over her shirt, because the _ was valuable.",apron,shirt,2
302U8RURJ1F4PRVV7VD96AIPEE5NVM-2,The oil made a smaller mess on the floor than on the grass because the _ was porous.,grass,floor,2
3UV0D2KX1MHEDX0S5DH9XHLU5NXF4V-2,New flooring was installed in Kayla's new home by Emily because _ is a carpenter.,Kayla,Emily,2
3LAZVA75NK5DALX5K0TBJULJ7NK2O5-1,Maria was telling Patricia about the woman in her group and _ said that they should come join.,Maria,Patricia,1
3ZFRE2BDQBSQA5E9AYPLPIMJ55ZXZZ-2,Smoke still rose from the house but had subsided at the barn.  The fire was doused at the _ .,house,barn,2
3DWNFENNE599COLV81KU4D1VTAWJ4W-2,John had to buy another ring as it would not enter the finger of her fiancee. The _ is big.,ring,finger,2
367O8HRHKIM2BR4LVVT8WESIPUTS47-2,"We removed the tile from the bathroom and installed wood, since the _ was so lovely.",tile,wood,2
3JMQI2OLFZ331LW2WC1F8QO9P9ZNDF-1,Her skin chafed on her elbow when she wore the big sweater because her _ is thin.,skin,sweater,1
3S37Y8CWIAEVI8LUF039T3V3V7PW4Q-1,"The school deferred teaching of languages to the clinic, as the _ was deficient in expertise in this subject.",school,clinic,1
3UV0D2KX1MHEDX0S5DH9XHLUA6P4FJ-1,"The plants responded well to adding coffee to the soil, but didn't seem to like the fertilizer. So, the _ is a secret ingredient.",coffee,fertilizer,1
35U0MRQMUJ57DNW0OC1MT1ULFSZVOW-2,Amy made Patricia go to the outdoors to camp with her because _ is her guardian.,Amy,Patricia,2
3S8A4GJRD5HWI6P38ERS4ZW3JBYV6C-1,Sally couldn't afford to buy both toilet paper and hand soap. She settled on the _ because she could wash her hands clean after pooping.,hand soap,toilet paper,1
3NRZ1LDP7W4677DB493437C7D3WZP2-1,I picked up a bag of peanuts and raisins for a snack. I wanted a sweeter snack out so I ate the _ for now.,raisins,peanuts,1
3T8DUCXY0N4PT8O5HSIPVTBBIT89TS-2,"Kayla's computer is a PC, while Natalie chooses to own a Mac, so _ likely likes Apple more.",Kayla,Natalie,2
3GVPRXWRPJ8A00J8SHX1VO645JTI73-2,"James decided to grow kale and chard in his vegetable garden that year, since the _ was faced to the north.",chard,garden,2
3FULMHZ7OUVKJ7S9R0LMS75373IM4H-2,"The old equipment was not in great shape compared to the new stuff, because the _ was taken care of.",equipment,stuff,2
3VAOOVPI3ZQWBXH9XGJOEBSPO46LLP-1,Derrick was a qualified teacher but Matthew was not as _ was dedicated to their profession.,Derrick,Matthew,1
3XEIP58NL0LGGMYDCHAXMQ3N8WTLZU-1,The performer was designing the show vividly and wanted to add colorful balloons but not lights because the _ were exciting.,balloons,lights,1
3UYRNV2KIVD6EFZIZ22ZEWYG2818NG-2,Laura was cycling well ahead of Erin since _ was riding quite slowly down the road.,Laura,Erin,2
3MDWE879UH0PXMUOH6R4VZ5PH23B90-1,Cynthia loved lounging on the deck in the morning while Kayla preferred to lounge in the evening. _ decided to watch the sunset for a change.,Cynthia,Kayla,1
3VQTAXTYN3JNHEIRFHMVRVS3UMDBUP-2,During detention Erin watched over everyone while Monica sat quietly during his punishment. _ is a student.,Erin,Monica,2
3VP28W7DUNIUGUOHQ67ZRDY3B1ZZFX-1,Nelson grabbed a basket full of candy as a treat to Logan during Halloween because _ is his father.,Nelson,Logan,1
3OYHVNTV5TWTXC2OP8NFRSJ4ZU9KOG-2,Ryan told Steven how he found a human skull in the woods.  _ was skeptical that he found it.,Ryan,Steven,2
3D0LPO3EABXOHHR5TNO600YFXA9OY8-2,"The story ran in both the paper and on the television, but the _ coverage allowed me to listen to the details.",paper,television,2
3E24UO25QZOMYXHZN4TEH9EMYWM6OO-2,The process of putting the box on the shelf didn't work because the _  was too big.,shelf,box,2
3UXQ63NLAC0ZSDU4Q16US6KS5NKLBW-1,Michael had a unhappy relationship and was jealous because Lawrence had a great one only to find out the reason was _ slacked in adhering to standard marriage advice.,Michael,Lawrence,1
3YKP7CX6G4T0DS52M75K912SB4N7BM-2,Rachel told Patricia to pick up some baby powder at the store but _ had sweaty feet too.,Rachel,Patricia,2
3RZS0FBRWK8TZE21CVJWS9BMZ60PCK-1,"Crochet is one task you will never be able to learn said Lindsey to Maria, _ enjoys being mean to others.",Lindsey,Maria,1
30EV7DWJTVTYSBL1TR2CJ0COC916YL-2,"Carrie worked for a bad company compared to Samantha, therefore _ received a lot more benefits.",Carrie,Samantha,2
3S37Y8CWIAEVI8LUF039T3V2TCK4WZ-1,"Pantyhose suits Rachel, whereas Victoria has never been a fan. This is because _ likes her legs to feel constricted.",Rachel,Victoria,1
3IH9TRB0FBXHVP5ZJ34S2GRJEC71IQ-2,They did not get enough paint to finish painting the whole house. The _ was too big.,Paint,House,2
3WA2XVDZEMF0M64ATQQICXK8UY8E6S-1,Cynthia screamed at Maria since _ was so irritated about the delay of the baseball game.,Cynthia,Maria,1
34OWYT6U3WFZKU8UNGJLHM9276VI9B-2,"Christine asked Erin to read the blog they had just finished, but _ was unhappy about it.",Christine,Erin,2
3TKXBROM5T8OQ6L39SAY6GN53CYJI0-1,Logan gave Christopher a head start in the race they were having as _ was a very fast runner.,Logan,Christopher,1
31JUPBOORPIGQFWXNPMK14USZMI8LH-2,The sheet recovered can easily be hiding between the space in the door. The _ is wide.,sheet,space,2
38Z7YZ2SB5GK6IONOG67VFN0CNPIQ1-1,John cared for the pot while it was being transported in the box but it eventually got broken. The _ is fragile.,pot,box,1
386659BNTNVLIJNQZBRMOAFWHJE10V-2,Adam's skin was itching so his wife put the ointment on him with gloves as the _ would offer relief.,gloves,ointment,2
3Q7TKIAPOT8DDLTHKZL0VYKKFXALDJ-2,The grandchildren began jumping all over Brian but not Joel because they knew _ did not love to play.,Brian,Joel,2
3P4ZBJFX2V1QMZJCFJNSS94LU0FWFQ-1,"Emily ended up getting caught in the police sting, but Felicia escaped, because _ didn't realize it was a trap.",Emily,Felicia,1
3RDTX9JRT0FHPZQ5ONROIV71MZE97V-1,"Despite the fact that Samantha was a teenager and Betty just turned thirty, _ was still never carded when buying cigarettes.",Samantha,Betty,1
3ABAOCJ4R82R8CF7PXSZVA683X0MQ3-2,"Ben wanted to dye his hair blue or brown, but the _ color was too dull.",blue,brown,2
3YZ7A3YHR77K7A8L90CI16YVN545SV-2,"Victoria was still grieving the death of a friend more than Elena, because _ had a more distant relationship with the friend.",Victoria,Elena,2
3FI30CQHVMXH9SRX3X0S3N2VFOXB68-1,Erin was a better cook than Lindsey because _ had taken cooking classes for years.,Erin,Lindsey,1
3OLZC0DJ8LTCBQK4AF0H12M7RLJIVI-1,Rebecca had less grass in their yard than Elena because _ had more rabbits in their yard.,Rebecca,Elena,1
3PA41K45VN2NNX75LEBLCNJ8YX2P7O-2,Benjamin had very clear and youthful skin but Brett had rough aged skin because _ took poor care of their skin.,Benjamin,Brett,2
307L9TDWJYQ5JTU53NV3VH2XTDF3NV-1,"Elena does not sweat at all when she lies, Jessica does therefore _ lies a lot.",Elena,Jessica,1
3IYI9285WSYXD3Z3HIECVDPAQ7VCJ8-1,The bait Amy was using wasn't as good as that of Mary because _ is a novice fisherman.,Amy,Mary,1
38DCH97KHJGG1T8T6YR77G20OR5QJP-2,It was a surprise to learn they had spent more time at the vineyard than the castle because the _ was very unexciting.,castle,vineyard,2
38EHZ67RIO6FPCK06ZZNTUQEL51GM9-2,"Laura trained as a nurse, however Natalie trained as an architect. _ found the accident victims' vital signs with great difficulty.",Laura,Natalie,2
30F94FBDNTYNBQ29ZA8LEXUA061TBH-1,We were able to harvest more pumpkins than cucumbers this year since the _ were watered properly.,pumpkins,cucumbers,1
3S8APUMBJXHYYWL1KSRW5VR0FFXBFG-2,"A nervous Monica looked up at Mary near the top of the ladder , as _ ascended it.",Monica,Mary,2
3LVTFB9DE5GRG2JLEUU4I5MB2XEGQI-2,Katrina offered Carrie money to go through the spam folder because _ didn't mind to deal with it.,Katrina,Carrie,2
3EHIMLB7F7XZAUE0C6VMHEDCNP4H82-2,Tanya could drink coffee black while Samantha needed creamer for theirs because _ hated the bitterness.,Tanya,Samantha,2
33W1NHWFYHJ4ZZ6ILQCO8HD4XWWTZR-1,Betty insisted in getting immersed in the culture while Erin wasn't having any of that so _ went to an event.,Betty,Erin,1
3WYZV0QBFLRUS7BT4K9I30FGE6YXBM-2,Laura asked Elena to help choose their new curtains because _  was an interior designer.,Laura,Elena,2
3OWZNK3RYLNTT1IVWOTKQ2PZVUOU2H-2,Derrick paid for their dinner but Steven wanted their's for free because _ was mean.,Derrick,Steven,2
3P4ZBJFX2V1QMZJCFJNSS94LU1GFWC-1,Victoria ran the rabbit into the cage and Megan closed it in after it was lured. _ was the aggressive one in the hunt.,Victoria,Megan,1
3XAOZ9UYR1596CSPG9L13G6EVMYQ13-2,"The plane had to arrive after the helicopter, so the _ was leaving immediately to time the arrivals right.",plane,helicopter,2
3909MD9T2ZFW5ZXLUJTM63XLNUYEFC-2,Jeremy wanted a unique piece of art for his home and got the statue but not the painting because the _ was lame.,statue,painting,2
3XDJY5RK5SJ3WFXI02C8JHMXFAC4UJ-2,Christine grew a lot of hay on their farm but not Monica because _ bred flying animals.,Christine,Monica,2
3T2HW4QDUXLN1GL1F4ZZYHZFNA59CO-1,Adam asked Hunter if they were planning on going to visit the doctor because _ wanted to know.,Adam,Hunter,1
