ID,question,label,option1,option2
3EKZL9T8YA0GGM3KDGNRBYX36L0CH0-1,The box was still visible after James tried his best to manage the wrapper on it. James should have used the _ that is big.,1,wrapper,box
3EKZL9T8YA0GGM3KDGNRBYX36L0CH0-2,The box was still visible after James tried his best to manage the wrapper on it. James should have used the _ that is small.,2,box,wrapper
3VI0PC2ZAYIZHC1VOR24HMR6VY2OXD-1,Many people supported the petition for higher pay and less corruption because the _ in the area was low.,1,pay,corruption
3VI0PC2ZAYIZHC1VOR24HMR6VY2OXD-2,Many people supported the petition for higher pay and less corruption because the _ in the area was high.,2,corruption,pay
344M16OZKID8TRA2S7CZE86UPL9EN8-2,"The children decided not to play video games, but read books instead, because the _ were enjoyable.",2,books,video games
3ZXV7Q5FJD2W2QCEIQZR8DLRR3LFC0-1,"Mike was hit by the gun at his foot then killed by the bat on his head, the effect of the _ was minimum.",1,gun,bat
3ZXV7Q5FJD2W2QCEIQZR8DLRR3LFC0-2,"Mike was hit by the gun at his foot then killed by the bat on his head, the effect of the _ was maximum.",2,bat,gun
3UY4PIS8QTZO3FFX0HTKZMB8O4R1NP-1,Victoria loved to eat meat way more than Cynthia because _ was a carnivore and not a vegetarian.,1,Victoria,Cynthia
3ATYLI1PRT0YMSW67NN3QDJRFODOJM-2,Potato chips were a regular snack for Lindsey but not for Katrina because _ cared if they got fat.,2,Katrina,Lindsey
3K8CQCU3KGFH4GV0X5I5SC13LN7NWW-2,He needed to check the zoning laws of the city and county to build a pool in his backyard. The _ laws could not override the smaller area's laws.,2,county,city
3K8CQCU3KGFH4GV0X5I5SC13LN7NWW-1,He needed to check the zoning laws of the city and county to build a pool in his backyard. The _ laws overrode the larger area's laws.,1,city,county
3VI0PC2ZA0YEB1028PE49KFFKZIOX5-1,Jim wanted to get rid of the rosacea with a prescription but the _ is too strong.,1,rosacea,prescription
3VI0PC2ZA0YEB1028PE49KFFKZIOX5-2,Jim wanted to get rid of the rosacea with a prescription but the _ is too weak.,2,prescription,rosacea
3MJ28H2Y1E6QFTHLILJ9P30M21SO57-2,I bought Mike new knee socks but they were too tight on his calves. The _ were too large.,2,calves,socks
3MJ28H2Y1E6QFTHLILJ9P30M21SO57-1,I bought Mike new knee socks but they were too tight on his calves. The _ were too small.,1,socks,calves
33K3E8REWWTWWKEFHAD8K016GVH8XH-1,The musician tried to put the guitar in the case but it wouldn't fit because the _ was too short.,1,case,guitar
33K3E8REWWTWWKEFHAD8K016GVH8XH-2,The musician tried to put the guitar in the case but it wouldn't fit because the _ was too long..,2,guitar,case
3XQ4XW3OD9ADEOQR7JYKB17BFKHS2S-1,"Fran played with the basketball outside on the court at the playground, however the _ was flat.",1,basketball,court
3XQ4XW3OD9ADEOQR7JYKB17BFKHS2S-2,"Fran played with the basketball outside on the court at the playground, however the _ was uneven.",2,court,basketball
3SU800BH886PF9JNIXVLEIBB5IJQUN-2,"To prepare for her trip, the woman applied for the passport before the visa because the _ would take a shorter time to receive.",2,visa,passport
3SU800BH886PF9JNIXVLEIBB5IJQUN-1,"To prepare for her trip, the woman applied for the passport before the visa because the _ would take a longer time to receive.",1,passport,visa
3RHLQY6EDVIW92L3Y5YJ1F6INQ7D4J-1,"On his way to the interview, Max bought a nice tie to go along with his slacks, but he spilled food on his chest, causing the _ to get dirty.",1,tie,slacks
3RHLQY6EDVIW92L3Y5YJ1F6INQ7D4J-2,"On his way to the interview, Max bought a nice tie to go along with his slacks, but he spilled food on his lap, causing the _ to get dirty.",2,slacks,tie
3JMNNNO3B3ILFU67BMKL0OY5APIW2A-1,"Tanya gave some money to Emily for cutting their grass, because _ didn't want to do it.",1,Tanya,Emily
306996CF6YYM26Q0XROB8RBE7FD1B0-1,"Justin attended all of the wild parties without Brett, because _ wanted to be a social butterfly.",1,Justin,Brett
3TUOHPJXYJBMGA94ZB5EQES1N5NWX3-2,"We cleaned up litter from older and juvenile, we mostly found the _ people littered because of the soda cans.",2,juvenile,older
3TUOHPJXYJBMGA94ZB5EQES1N5NWX3-1,"We cleaned up litter from older and juvenile people, we mostly found the _ people littered because of the alcoholic beverage cans.",1,older,juvenile
37G6BXQPLSZ8QDM1SXGGA0P7IBAQEM-1,"The hands of Mary are beautiful, but her legs are ugly because her _ are smooth.",1,hands,legs
37G6BXQPLSZ8QDM1SXGGA0P7IBAQEM-2,"The hands of Mary are beautiful, but her legs are ugly because her _ are rough.",2,legs,hands
3D1TUISJWKECYBV45PQC5GKPEATIU7-1,"Back when I was obese, I ate too many snacks and ate too few vegetables, but my weight reacted best when the _ were tasty.",1,vegetables,snacks
3D1TUISJWKECYBV45PQC5GKPEATIU7-2,"Back when I was obese, I ate too many snacks and ate too few vegetables, but my weight reacted best when the _ were bland.",2,snacks,vegetables
3BS6ERDL935VU0QAXVFY6F2NUIOD67-1,Stewart preferred taking a bus over a cab because the _ was far less expensive.,1,bus,cab
3BS6ERDL935VU0QAXVFY6F2NUIOD67-2,Stewart preferred taking a bus over a cab because the _ was far more expensive.,2,cab,bus
3FI30CQHVKH2F3SQJZOSBPENRZV6BG-2,"The screw put a deeper scratch in the wall than the nail, because the _ was sharper.",2,screw,nail
3FI30CQHVKH2F3SQJZOSBPENRZV6BG-1,"The screw put a deeper scratch in the wall than the nail, because the _ was duller.",1,nail,screw
3VJ4PFXFJ5LXSTC6T1YZOIW624ZUAV-1,"He loved his shoes more than she loved her sandals, because the _ were limited edition.",1,shoes,sandals
3VJ4PFXFJ5LXSTC6T1YZOIW624ZUAV-2,"He loved his shoes more than she loved her sandals, because the _ were a common edition.",2,sandals,shoes
34ZTTGSNJXM5GYEWY0CM35YCMCZQHY-2,"Michael tried to cure his jaundice with bright sunlight, but the _ was just too weak.",2,sunlight,jaundice
34ZTTGSNJXM5GYEWY0CM35YCMCZQHY-1,"Michael tried to cure his jaundice with bright sunlight, but the _ was just too strong.",1,jaundice,sunlight
3G9UA71JVVSR1M47Q161FRXWPX27JA-2,"Brian had a more close knit family than Adam who was from a broken home, so _ seemed meaner.",2,Adam,Brian
32FESTC2NJ4LL894DFUQUDMU158CUY-1,I played the guitar better than I played the piano because I practiced more on the _ .,1,guitar,piano
32FESTC2NJ4LL894DFUQUDMU158CUY-2,I played the guitar worse than I played the piano because I practice more on the _ .,2,piano,guitar
3HO4MYYR12MHB21WJQ5NGF6BGJ66UZ-2,His temperature was significantly reduced when they added ice to the bath water.  The _ enveloped him.,2,water,ice
3HO4MYYR12MHB21WJQ5NGF6BGJ66UZ-1,His temperature was significantly reduced when they added ice to the bath water.  The _ was added last.,1,ice,water
3PA41K45VN2NNX75LEBLCNJ83DH7PM-1,Mary preferred to plant flowers in the garden over the planter because the _ was easier to weed.,1,garden,planter
3PA41K45VN2NNX75LEBLCNJ83DH7PM-2,Mary preferred to plant flowers in the garden over the planter because the _ was harder to weed.,2,planter,garden
3M47JKRKCXZJD5UJGN4IKNOMJSE68J-2,"Sam needed to decrease either his fat or sugar intake. He chose to stop eating the _ foods, due to his love for grease.",2,sugar,fat
3M47JKRKCXZJD5UJGN4IKNOMJSE68J-1,"Sam needed to decrease either his fat or sugar intake. He chose to stop eating the _ foods, due to his love for sweets.",1,fat,sugar
3JU8CV4BRNQ92SYBMY4NF7TCI09OPH-1,During martial arts class the kid broke the blocks above the stones as the _ were being supported at his height.,1,blocks,stones
3JU8CV4BRNQ92SYBMY4NF7TCI09OPH-2,During martial arts class the kid broke the blocks above the stones as the _ were supporting at his height.,2,stones,blocks
34YWR3PJ288EEV9CM60TRLVOXY10XK-1,Julia jumped on the trampoline and lost her hat but her bandana stayed on her face. The _ was light.,1,hat,bandana
34YWR3PJ288EEV9CM60TRLVOXY10XK-2,Julia jumped on the trampoline and lost her hat but her bandana stayed on her face. The _ was secured.,2,bandana,hat
3D1TUISJWIYX4MWXLRECDIWGP8IIUI-1,The weight of the freighter had changed after the metals and the feathers were removed although the _ accounted for a lot of it.,1,metals,feathers
3D1TUISJWIYX4MWXLRECDIWGP8IIUI-2,The weight of the freighter had changed after the metals and the feathers were removed although the _ accounted for a little of it.,2,feathers,metals
38B7Q9C28IJYLZC05DMWCH75RIN96D-2,"Fred takes two different supplements, vitamins when he goes to the gym and protein when he goes running. He took the _ last night when he went running.",2,protein,vitamins
38B7Q9C28IJYLZC05DMWCH75RIN96D-1,"Fred takes two different supplements, vitamins when he goes to the gym and protein when he goes running. He took the _ last night when he went to the gym.",1,vitamins,protein
3IZVJEBJ6AIYX1V6PD4VX7LQI06Z60-2,"Julie used the mop to clean her kitchen floor with a homemade vinegar solution. Afterwards, the _ was very dirty.",2,mop,floor
3IZVJEBJ6AIYX1V6PD4VX7LQI06Z60-1,"Julie used the mop to clean her kitchen floor with a homemade vinegar solution. Afterwards, the _ was very clean.",1,floor,mop
3BA7SXOG1L4RTDRAS9JGNG3Q38WR8Z-2,"I had to develop a picture, and when I poured the solution from the jug into the pan, the _ was heavier.",2,pan,jug
3BA7SXOG1L4RTDRAS9JGNG3Q38WR8Z-1,"I had to develop a picture, and when I poured the solution from the jug into the pan, the _ was lighter.",1,jug,pan
38RHULDV9YDAWQL2GRTDV6HDAQKWIQ-2,"For the dance, Riley decides to wear a skirt rather than the dress she bought. She surmises that the _ looks dowdier.",2,dress,skirt
38RHULDV9YDAWQL2GRTDV6HDAQKWIQ-1,"For the dance, Riley decides to wear a skirt rather than the dress she bought. She surmises that the _ looks sexier.",1,skirt,dress
3MG8450X2O8PL8J1YM4WMFXS6A4UP4-1,The life coach asked Katrina to set a goal but not Amy because _ was way behind schedule.,1,Katrina,Amy
336OE47KI4YUCL49ZW4W2TVF67UVW1-1,It took longer to read the book than the magazine because the _ had more words.,1,book,magazine
336OE47KI4YUCL49ZW4W2TVF67UVW1-2,It took longer to read the book than the magazine because the _ had less words.,2,magazine,book
3S8A4GJRD5HWI6P38ERS4ZW3KO96VP-1,Our station at the school was not as full of people as John's cart because the _ was in a bad location.,1,station,cart
3S8A4GJRD5HWI6P38ERS4ZW3KO96VP-2,Our station at the school was not as full of people as John's cart because the _ was in a good location.,2,cart,station
3PA41K45VPI2HM6C5CNL4L7GR7TP7B-1,Tanya wanted more herbs in the garden while Felicia wanted more flowers so _ compromised by planting more flower seedlings.,1,Tanya,Felicia
3PA41K45VPI2HM6C5CNL4L7GR7TP7B-2,Tanya wanted more herbs in the garden while Felicia wanted more flowers so _ compromised by planting more herb seedlings.,2,Felicia,Tanya
3VQTAXTYN3JNHEIRFHMVRVS3UMDBUP-1,During detention Erin watched over everyone while Monica sat quietly during his punishment. _ is a teacher.,1,Erin,Monica
3LN3BXKGC29BUOEEA15A2SS6K05WGV-1,The fur on the teddy bear was different than the hair on the real pony because the _ was manufactured.,1,fur,hair
3LN3BXKGC29BUOEEA15A2SS6K05WGV-2,The fur on the teddy bear was different than the hair on the real pony because the _ was natural.,2,hair,fur
3FDWKV9VCPGYUULVQ4O4X9R5UY7UMK-1,"The cancer had now moved from the blood to the bones, so the _ was now clean .",1,blood,bones
3FDWKV9VCPGYUULVQ4O4X9R5UY7UMK-2,"The cancer had now moved from the blood to the bones, so the _ was now infected .",2,bones,blood
3FO95NVK5CYUI87CM9DLC9FJR9ISRM-1,The new deck wouldn't fit behind the house because the _ was just not long enough.,1,deck,house
3FO95NVK5CYUI87CM9DLC9FJR9ISRM-2,The new deck wouldn't fit behind the house because the _ was just too long.,2,house,deck
379OL9DBSSCLAUNZRY5O3A3Q29L9Y9-1,"At the clothing store, Beth wanted to get the jeans instead of the pants because the _ were cool.",1,jeans,pants
379OL9DBSSCLAUNZRY5O3A3Q29L9Y9-2,"At the clothing store, Beth wanted to get the jeans instead of the pants because the _ were ugly.",2,pants,jeans
3XJOUITW8W5AFW4YIS5B9MP8LUWTQW-1,The woman could not find the emerald in the drawer because the _ was so small.,1,emerald,drawer
3XJOUITW8W5AFW4YIS5B9MP8LUWTQW-2,The woman could not find the emerald in the drawer because the _ was so large.,2,drawer,emerald
3NCN4N1H1IVPGDXP2EM95YOIBJSNBD-1,The craft given to Victoria by Rebecca was damaged in the mail; _ never got to see it in good shape.,1,Victoria,Rebecca
374UMBUHN736LVUFDA4GPH0SICTCT5-1,"The horse with a saddle and harness splashed mud up to its back, but not as high as its head, so the _ got dirty.",1,saddle,harness
374UMBUHN736LVUFDA4GPH0SICTCT5-2,"The horse with a saddle and harness splashed mud up to its back, but not as high as its head, so the _ stayed clean.",2,harness,saddle
30Y6N4AHYRA3A8N19HUW98HREZTRD5-1,The job at the school paid more than the job at the factory because you needed a degree to work at the _ .,1,school,factory
30Y6N4AHYRA3A8N19HUW98HREZTRD5-2,The job at the school paid more than the job at the factory because you needed no degree to work at the _ .,2,factory,school
3D42WVSDHA995TDJEIHG54D9TKEFY2-2,Matthew asked Justin what the weather was going to be like tomorrow but _ did not know.,2,Justin,Matthew
3PEG1BH7AG5O87CM51UTD67DGH4KB5-1,The sore hurt the girl more than the cut did because the _ had been healing.,1,cut,sore
3PEG1BH7AG5O87CM51UTD67DGH4KB5-2,The sore hurt the girl more than the cut did because the _ had been infected.,2,sore,cut
39O0SQZVJN58ZANKY6FAHIJN4S37R6-2,The reunion committee decided to hold the reunion in the park rather than the commons because there was less room in the _ for those attending.,2,commons,park
39O0SQZVJN58ZANKY6FAHIJN4S37R6-1,The reunion committee decided to hold the reunion in the park rather than the commons because there was more room at the _ for those attending.,1,park,commons
30Z7M1Q8UYIK076M60LU0SQ8AUE8AI-2,Christine borrowed a book from the library unlike Tanya because _ lost their library card.,2,Tanya,Christine
3VZYA8PITQCK61O90YTYR0SDUV905V-1,"Mary replaced the gasket but not the compressor of her refrigerator, because the _ was already worn.",1,gasket,compressor
3VZYA8PITQCK61O90YTYR0SDUV905V-2,"Mary replaced the gasket but not the compressor of her refrigerator, because the _ is still good.",2,compressor,gasket
31MBOZ6PAQ5I2IMA412P3QQAN29CL7-1,She knew the questions on the math test and not the reading test since the _ test was on a longer timer.,1,math,reading
31MBOZ6PAQ5I2IMA412P3QQAN29CL7-2,She knew the questions on the math test and not the reading test since the _ test was on a shorter timer.,2,reading,math
3SD15I2WD2SXC8OD469MT6GB37Q63X-2,"Jen got her daughter a new pillow and a melatonin pill to help her sleep, because the _ would make her more calm.",2,melatonin,pillow
3SD15I2WD2SXC8OD469MT6GB37Q63X-1,"Jen got her daughter a new pillow and a melatonin pill to help her sleep, because the _ would make her more comfortable.",1,pillow,melatonin
386659BNTLF6OUOJFDFMWCRNSIQ10V-2,Without a net or a racket we knew it would be impossible to play badminton.  The _ was bent badly.,2,racket,net
386659BNTLF6OUOJFDFMWCRNSIQ10V-1,Without a net or a racket we knew it would be impossible to play badminton.  The _ was ripped badly.,1,net,racket
30UZJB2POJQGNTN6JLBHTYQKWDJ35U-2,"I was using both steel wool and sandpaper to try and remove the rust from the hammer, but the _ was too coarse.",2,sandpaper,steel wool
3XD2A6FGFP838XAXCQPZDM3YANK9SY-1,"To shoot the commercial, the director asked the actors to stand on soapboxes then stare into the cameras because the _ were too high to capture them.",1,cameras,soapboxes
3XD2A6FGFP838XAXCQPZDM3YANK9SY-2,"To shoot the commercial, the director asked the actors to stand on soapboxes then stare into the cameras because the _ lifted them high to capture them..",2,soapboxes,cameras
3VDVA3ILIDD3ZYZ4TF4PH4E3UHF1GT-2,Amy screamed and cried louder than Felicia when they were at the doctor's office although _ had a broken toenail.,2,Felicia,Amy
3RWO3EJELJNO60RAGW6C3BG4PRQ1P2-2,The two clothing items I love the most are my navy pencil skirt and black leather jacket. The _ is because it makes me look so badass.,2,jacket,skirt
3RWO3EJELJNO60RAGW6C3BG4PRQ1P2-1,The two clothing items I love the most are my navy pencil skirt and black leather jacket. The _ is because it makes me look so professional.,1,skirt,jacket
39XCQ6V3K0IFKCAO2N9F012464L653-1,John poured some water from the bottle to the bowl and there  still enough space in the bowl. The _  large.,1,bowl,bottle
39XCQ6V3K0IFKCAO2N9F012464L653-2,John poured some water from the bottle to the bowl and there  still enough space in the bowl. The _  small.,2,bottle,bowl
3PKJ68EHDPA3O09QN84DY2AYWB6HJS-1,The doctor Felicia told Maria to do breathing exercises to strengthen her lungs after she caught pneumonia. _ also prescribed her antibiotics.,1,Felicia,Maria
31ANT7FQNAGVH1U5Y60JXSRTEVFH5G-1,The community leader handed the citizen the petition and then a pen. The _ didn't have room.,1,petition,pen
31ANT7FQNAGVH1U5Y60JXSRTEVFH5G-2,The community leader handed the citizen the petition and then a pen. The _ didn't work.,2,pen,petition
3UZUVSO3P7T2B9P2G6XZ1THUKUCEMJ-1,"The air in the quarantine was replaced with liquid as the _ was contaminated, so we acted fast.",1,air,liquid
3UZUVSO3P7T2B9P2G6XZ1THUKUCEMJ-2,"The air in the quarantine was replaced with liquid as the _ was clean, so we acted fast.",2,liquid,air
3L55D8AUFCB22HT9NGRFXYS6W8EYC4-1,The diner paid less in taxes than the television station did because the _ made less money.,1,diner,television station
3H1C3QRA01HP2NDB3H3LYXCIQKLECM-2,While the zen master practiced meditation he replaced the candle with the incense because the _ was fresh.,2,incense,candle
3H1C3QRA01HP2NDB3H3LYXCIQKLECM-1,While the zen master practiced meditation he replaced the candle with the incense because the _ was burned up.,1,candle,incense
33CLA8O0MKP08S1X0NPMX8KDSL8FRP-1,The toilet is worse than my wife's closet because the _ is a small space.,1,toilet,closet
33CLA8O0MKP08S1X0NPMX8KDSL8FRP-2,The toilet is worse than my wife's closet because the _ is a huge space.,2,closet,toilet
3DWNFENNE599COLV81KU4D1VSEA4J2-1,Monica wanted to dye her hair either red or brown. She chose the _ although it was bright.,1,red,brown
3DWNFENNE599COLV81KU4D1VSEA4J2-2,Monica wanted to dye her hair either red or brown. She chose the _ although it was dull.,2,brown,red
3T2EL38U0OYHWDDIN268YPAFZ00QXF-1,Jane knew he will need more banana to feed the children unlike the pineapple that would have been enough. The _ is small.,1,banana,pineapple
3T2EL38U0OYHWDDIN268YPAFZ00QXF-2,Jane knew he will need more banana to feed the children unlike the pineapple that would have been enough. The _ is big.,2,pineapple,banana
3MGHRFQY2LN3E0ZMR2MVAZ2XZ5R0YO-1,"While visiting the mall, Sarah prefers to ride the elevator to the escalator. The _ takes too long.",1,escalator,elevator
3MGHRFQY2LN3E0ZMR2MVAZ2XZ5R0YO-2,"While visiting the mall, Sarah prefers to ride the elevator to the escalator. The _ is shorter.",2,elevator,escalator
3BC9H1KCYWQBGFZE47RG9SZ9OT0WYP-1,"The shoes were a bargain compared to the shirts , because the _ were just so cheap .",1,shoes,shirts
3BC9H1KCYWQBGFZE47RG9SZ9OT0WYP-2,"The shoes were a bargain compared to the shirts , because the _ were just so expensive .",2,shirts,shoes
3UZUVSO3P7T2B9P2G6XZ1THUKU4EMB-2,Pat wanted to wear the jacket over the sweater but the _  was too big.,2,sweater,jacket
3UZUVSO3P7T2B9P2G6XZ1THUKU4EMB-1,Pat wanted to wear the jacket over the sweater but the _ was too small.,1,jacket,sweater
30EMX9PEVKH8V4UHWP4OBXT5WFMSKN-2,"John hated his work more than I hated my job, because at least the _ that he does pays bad.",2,work,job
30EMX9PEVKH8V4UHWP4OBXT5WFMSKN-1,"John hated his work more than I hated my job, because at least the _ that I do pays well.",1,job,work
3ROUCZ907FSCN3N3N0F8Y90DJYGOOZ-1,"As the immigrant left the country, she could only bring her backpack and not her bag because the _ was essential.",1,backpack,bag
3ROUCZ907FSCN3N3N0F8Y90DJYGOOZ-2,"As the immigrant left the country, she could only bring her backpack and not her bag because the _ was superfluous.",2,bag,backpack
3Z3R5YC0P3LYUIFIKEIH5PXMQ41FTJ-2,"He had to prepare the soup, but not the salad, because the _ was going to be delivery.",2,salad,soup
3Z3R5YC0P3LYUIFIKEIH5PXMQ41FTJ-1,"He had to prepare the soup, but not the salad, because the _ was going to be homemade.",1,soup,salad
3VEI3XUCZRVX5GRKUS9RH4A8Z6WRPJ-1,Tanya yelled at Carrie because _ had reminded her to clean out the garage before father came home.,1,Tanya,Carrie
3BDORL6HKMRT5GHN9LZLP2Z9TK8CRN-2,"Kenneth borrowed woodworking equipment from Justin so he could build a table. When he accidentally broke some of it, _ vowed never to lend anything to anyone again.",2,Justin,Kenneth
36U4VBVNQQRPRAYNVCKLJ8LG11OURP-1,"Justin was not afraid to fight Leslie in the boxing ring, even though _ was much smaller.",1,Justin,Leslie
3FTID4TN8NCV5LNF0TKE0HITQQRLYO-2,"The reporter missed the details of the mugging but got it right on the crash, since the _ happened so slowly.",2,crash,mugging
3FTID4TN8NCV5LNF0TKE0HITQQRLYO-1,"The reporter missed the details of the mugging but got it right on the crash, since the _ happened so fast.",1,mugging,crash
379OL9DBSUS04JM6BWHOV8RZRT8Y9Z-1,I have sleep apnea which means I need to improve the ventilation in my home through the windows and closet doors.  I open the _ to improve oxygen levels.,1,windows,closet doors
3IWA71V4TKUOMVUY8TSASKTNYP86XV-2,The block dropped to the floor when it was hung on the tree branch. The _ is very weak.,2,branch,block
3IWA71V4TKUOMVUY8TSASKTNYP86XV-1,The block dropped to the floor when it was hung on the tree branch. The _ is very heavy.,1,block,branch
3FW4EL5A3N2Z3E80X2VECHIG6LM223-2,"Jane could not hold his hair with the band with breaking it, so he used the ribbon because the _ is big.",2,ribbon,band
3FW4EL5A3N2Z3E80X2VECHIG6LM223-1,"Jane could not hold his hair with the band with breaking it, so he used the ribbon because the _ is small.",1,band,ribbon
3SMIWMMK613F5HG2A8IRE95O4OXUWS-1,"The members enjoyed the drinks and threw away the foods, thanks to the _ being supreme quality.",1,drinks,foods
3SMIWMMK613F5HG2A8IRE95O4OXUWS-2,"The members enjoyed the drinks and threw away the foods, thanks to the _ being garbage quality.",2,foods,drinks
3T8DUCXY0N4PT8O5HSIPVTBBN3S9T1-2,"The emerald that my sister bought was better than the ruby that I had, because the _ was smaller.",2,ruby,emerald
3T8DUCXY0N4PT8O5HSIPVTBBN3S9T1-1,"The emerald that my sister bought was better than the ruby that I had, because the _ was bigger.",1,emerald,ruby
3DWNFENNE3TUIZMOO38UCFDMYSM4JR-1,After looking at the extensions Tanya helps Sarah because _ knew you can damage the hair.,1,Tanya,Sarah
3S8A4GJRD5HWI6P38ERS4ZW2IE06VS-1,"At school, students knees could not show, so the girl changed out of her skirt and put on the dress because the _ was short.",1,skirt,dress
3S8A4GJRD5HWI6P38ERS4ZW2IE06VS-2,"At school, students knees could not show, so the girl changed out of her skirt and put on the dress because the _ was long.",2,dress,skirt
3TC2K6WK9G0VV4BITLSFUA7A3OR28F-2,"Chang bought a new treadmill and water container for use at the gym, but the _ had leaks.",2,container,treadmill
3TC2K6WK9G0VV4BITLSFUA7A3OR28F-1,"Chang bought a new treadmill and water container for use at the gym, but the _ broke down quickly.",1,treadmill,container
3H781YYV6TG6O4FMP3YBN7CME03ETB-2,The gymnast practiced on the uneven bars with safety mats but the _ were too wide.,2,bars,mats
3H781YYV6TG6O4FMP3YBN7CME03ETB-1,The gymnast practiced on the uneven bars with safety mats but the _ were too thin.,1,mats,bars
3I7KR83SNABQQPYINJ4XU2OF4ST9KR-2,The mother tried to put the comforter onto the bed but the _ was too large.,2,bed,comforter
3I7KR83SNABQQPYINJ4XU2OF4ST9KR-1,The mother tried to put the comforter onto the bed but the _ was too small.,1,comforter,bed
3TCFMTM8HG2SETQ4EYV07Y8BEF821M-1,The baby liked playing with the rattle more than the music box because the _ was more fun.,1,rattle,music box
37OPIVELUU1DTI7F94F0D5J7IUDHAI-1,Marge put the leftovers in the microwave and the turkey in the oven because the _ was better for reheating.,1,microwave,oven
37OPIVELUU1DTI7F94F0D5J7IUDHAI-2,Marge put the leftovers in the microwave and the turkey in the oven because the _ was better for cooking.,2,oven,microwave
3LOJFQ4BOXD2TFBZZZ9ZGY75VEEKDR-2,"The catering at the _ was cheap, so the couple had their wedding reception at the restaurant instead of at the church.",2,restaurant,church
3LOJFQ4BOXD2TFBZZZ9ZGY75VEEKDR-1,"The catering at the _ was expensive, so the couple had their wedding reception at the restaurant instead of at the church.",1,church,restaurant
3ZQA3IO31D56L0F91WTXEBBEFH61ON-1,"Victoria wanted to give Mary a reason to finish the race with him, because _ was so encouraged.",1,Victoria,Mary
3HRWUH63QWGNRXGG14VW2COQ2SI5NH-2,"While shopping at the yard sale, the woman passed on the dishes, but bought the spoons, because she needed more of the _ .",2,spoons,dishes
3HRWUH63QWGNRXGG14VW2COQ2SI5NH-1,"While shopping at the yard sale, the woman passed on the dishes, but bought the spoons, because she already had many of the _ .",1,dishes,spoons
3HA5ODM5KAQMBFOTVTIVD64M7ZGSVZ-1,Making food in the slow cooker suited Tanya but not Felicia because _ works longer hours.,1,Tanya,Felicia
3HA5ODM5KAQMBFOTVTIVD64M7ZGSVZ-2,Making food in the slow cooker suited Tanya but not Felicia because _ works shorter hours.,2,Felicia,Tanya
33N1S8XHHMJ3QFU9J7SE2BU9APQZ12-1,Mary preferred to eat the milkshake over the ice cream because the _ was fresh.,1,milkshake,ice cream
35A1YQPVFEEGJ76IKQ645640QTRI56-1,"Bob finished eating his oranges but couldn't eat all his watermelons, because there was a minuscule amount of the _ .",1,oranges,watermelons
35A1YQPVFEEGJ76IKQ645640QTRI56-2,"Bob finished eating his oranges but couldn't eat all his watermelons, because there was a grand amount of the _ .",2,watermelons,oranges
3X7837UUADW8XMQ27R199DX0Z4N6JK-1,"After the wood play house fell down at the park it was replaced with a metal one, the _ was stable.",1,metal,wood
3X7837UUADW8XMQ27R199DX0Z4N6JK-2,"After the wood play house fell down at the park it was replaced with a metal one, the _ was unstable.",2,wood,metal
3OPLMF3EU5LMZXKU9TZ3R3WETYMLN5-2,Rebecca wears their hair in a ponytail but Victoria does not because _ has short hair.,2,Victoria,Rebecca
3JMNNNO3B126L570RO8L8QAWLVB2WB-2,"Sarah wanted to upgrade her style, she bought new clothes but kept the same shoes. The _ were outdated.",2,clothes,shoes
3JMNNNO3B126L570RO8L8QAWLVB2WB-1,"Sarah wanted to upgrade her style, she bought new clothes but kept the same shoes. The _ were trendy.",1,shoes,clothes
37Y5RYYI0RJT9TSVF6VDTPPGHQBXS5-2,I made pancakes and coffee for breakfast but only had the _ because I was feeling full already.,2,coffee,pancakes
37Y5RYYI0RJT9TSVF6VDTPPGHQBXS5-1,I made pancakes and coffee for breakfast but only had the _ because I was feeling alert already.,1,pancakes,coffee
30P8I9JKOIJL5DQIJX5NKVUUYSPV5C-2,James wanted be on time to dinner with his date and the _ is happy.,2,date,dinner
30P8I9JKOIJL5DQIJX5NKVUUYSPV5C-1,James wanted be on time to dinner with his date but the _ is cold.,1,dinner,date
3JMQI2OLFZ331LW2WC1F8QO9P9ZNDF-1,Her skin chafed on her elbow when she wore the big sweater because her _ is thin.,1,skin,sweater
3JMQI2OLFZ331LW2WC1F8QO9P9ZNDF-2,Her skin chafed on her elbow when she wore the big sweater because the _ is rough.,2,sweater,skin
33QQ60S6AUW1RGEO1Z16ZCKTS35U0R-1,The eggs smelled a lot worse than the vegetables because the _ had gone bad.,1,eggs,vegetables
33QQ60S6AUW1RGEO1Z16ZCKTS35U0R-2,The eggs smelled a lot worse than the vegetables because the _ were still good.,2,vegetables,eggs
33NKDW9FFZWD2C3ZIK5DEKLXUHUCXG-1,Katrina stayed behind Carrie when they were climbing the hill because _ was quite slow.,1,Katrina,Carrie
3LEG2HW4UFL4AJL51ZYL42OWQROF2R-2,"I bought some bandages for wound dressing, but did not get to use it because the _ was too small.",2,bandage,wound
3LEG2HW4UFL4AJL51ZYL42OWQROF2R-1,"I bought some bandages for wound dressing, but did not get to use it because the _ was too big.",1,wound,bandage
304QEQWKZRY6EBUR5DPX06S4AW40O1-1,"She told him to buy wine instead of whiskey, because she prefers the _ with lower alcohol level.",1,wine,whiskey
304QEQWKZRY6EBUR5DPX06S4AW40O1-2,"She told him to buy wine instead of whiskey, because she disfavor the _ with higher alcohol level.",2,whiskey,wine
