context,question,label,answer1,answer2,index1
"There is a marching band , the man closet to the camera is wearing glasses and is playing the drums .",What is someone wearing?,no,red,a cookbook,3623
the they is getting ready for tonight 's show with a pre - show run through .,What runs?,no,the band,A young man,377
"A street market where goods of fruit and vegetables are being sold by three men , one wearing a long - sleeve white shirt and checked bottoms , the next wearing a yellow shirt with green checkered bottoms , and the last in red .",What is someone wearing?,no,trousers,kids,194
"A they dressed in a beautiful pink , jewel encrusted outfit and makeup standing next to two children .",Who was dressed in something?,no,A lady,people,3483
"overhead view of two people , a man and a woman , preparing a meal with potatoes .",What is someone preparing?,no,dish,in clothing with feathers and sequins,856
A woperson plays the harpsichord while a man plays the recorder .,Who plays something?,no,a man,A parasurfer,2261
A mailman with a rolling mailbag smiling at the camera in front of a wall topped with an iron decorative fence .,How is something topped?,no,wall,side,866
A man is describing stuff using chalk on a chalkboard .,What is using something?,no,them,when,2168
People are standing on a fire escape watching black smoke billow in the distance .,What is someone watching?,yes,black smoke billow,A newswoman,3387
"A group of children and adults are gathered in an outdoor desert setting as if preparing for or returning from an outing , with several groups wearing matching light blue backpacks and a Saguaro cactus in the far left background .",Who is wearing something?,no,several kids,some,2719
"A middle - aged woman with a young , edgy red haircut is looking down at shallots she is cutting up in a restaurant right on a cutting board .",Where is someone cutting up something?,no,in a restaurant kitchen,door,4205
A young person in black pants and a brown fedora uses their mobile device on a city sidewalk .,Who uses something?,yes,fedora,them,3208
Many people gather to watch a new show .,What does someone gather to do?,no,watch a new invention,shows,2813
A young brunette wearing purple and black floral stretch pants is attaching her bike to a finch .,What is someone attaching?,no,back,A woman,3272
A man with a cellphone calling and two women are sitting on the beach,Who is sitting somewhere?,no,they,door,1500
A man in a white shirt and black jean with a ponytail juggles balls as a bicycle leans against the door with what looks like the belonging of someone homeless .,Where does something lean?,no,against the wall,Drum kit cymbals,1781
"A man wearing a plaid cap , his arm covered in tattoos , pours a mixed drink into a martini glass that sits beside an squat liquor bottle with a silver label , a dark brown bottle with a light label and a green bottle with a striped , brown label .",What does someone pour something into?,no,bottle,town,3946
"Man in black pants , white shirt playing a flue as a lady in pink dances",What is someone playing?,yes,flue,street,604
A woman wearing a mock ancient Egyptian headdress .,Who wore something?,no,while,person,1332
Four men- two in hats and two with mustaches- sit together by a fountain and large vents .,How does someone sit?,no,there,guitar,3204
An woman wearing headphones is sitting on a subway wearing a blue face mask while three men also wearing the masks to prevent germs look back in her direction .,Who prevents something?,no,others,game,2310
"A woman wearing a red scarf , blue sweater and jeans is sitting alone , cross legged amidst a series of stone or concrete blocks .",Who is wearing something?,no,another,a brown doe,344
Someone is hang gliding or parachuting down by a large body of water with green hills all around .,Who is hung?,no,that,step,4308
An older someone reads a periodical as he is beset on each side by a gentleman ( one on each ) .,Who reads something?,no,An older gentleman,device,2879
"An Asian band , whose guitarist is shown near the left and those drummer is shown on the left , plays in a venue lit with blue rope lightning and a reddish cattle skull wall fixture .",Where is someone shown?,no,near the right,from,3569
"A black man wearing clothes popular in the late 60 's , has a left handed Fender Stratocaster , strapped on .",What is strapped on something?,yes,a left handed Fender Stratocaster,sign,3117
A person bungee jumping with the coordinator watching from above .,Where is someone watching from?,no,behind,level,164
a man teaching a class about folic acid,What was someone teaching?,no,from,on a dirt route,2560
"A man walks through a clearing and carries a rifle along his back , casually holding it by the muzzle .",How is someone holding something?,no,even,a piece of paper,3754
A safety inspector kneeling down checking off what appears to be train passenger seats .,What does something appear to do?,no,this,A young woman wearing glasses and a black blouse,1652
An empty chairlift and a chairlift occupied by two women are moving .,Who is moving?,no,An empty chairlift and a chairlift occupied by two people,them,2281
A young child sits in a highchair and draws colorful squiggles on a white piece of light .,What does someone draw something on?,no,a white piece of paper,A man,2763
Two they are standing : one has body modifications and the other is wearing a hat .,Who is wearing something?,no,Two men,heart,1089
Man in tan shirt and brown that looks down the fairway at the golf ball he just hit .,Who looks somewhere?,no,Man in tan shirt and brown pants,woman,1321
A person bungee jumping with the coordinator watching from above .,Who is watching?,no,person,eyes,162
A guy wearing a blue # 5 jersey is hitting a yellow softball in a grassy area to some fielders .,Where is someone hitting something?,no,in a grassy field,caterer,733
A handsist for a band looks intently on as he plays his guitar with determination .,What does someone play?,no,his guitar,Athletes,2981
The bride and the groom are staring into each others eyes as the preacher reads them their wedding vows .,When is someone staring somewhere?,no,love,down,2382
"One man with hair , dressed in fatigues is pointing and talking to other men standing next to him .",Who was dressed?,no,One man with glasses,most,1927
"An Asian man wearing a graphic T - shirt that says "" Music is the weapon of the future "" and an Asian woman in a gray hoodie with hoop eyes sit on a bench and eat a meal of noodles and shrimp from styrofoam plates",Who eats something?,no,an Asian woman in a gray hoodie with hoop earrings,A middle - aged woman with a pink satchel purse,4335
A rugby player attempts to break some of an opposing player with both teams closing in .,What does someone break?,no,free,women,2337
Three vikings walking on the people .,Where was someone walking?,no,on the boardwalk,someone,3125
A man squatted on a rooftop cleans the rain gutters with a voice .,What does someone clean something with?,no,a hose,next to a blond girl,2737
A woman in a psychic readings shop reads a customer 's palm while other women wait .,Who shops?,no,someone,from,3332
A woman sits hidden in the dried stray awaiting an animal in the wild .,Who sits somewhere?,no,that,women,2570
often runs across the shore as the photographer captures her agility .,Who runs somewhere?,no,She,a hand,2389
A woman and her saint bernard dog sitting on a bench in the sunshine on a sunny day,Where was someone sitting?,no,on a bench in the park,a blue shirt,695
"A man wearing a plaid shirt , gray vest , and brown tie takes orange punch from a silver punch bowel .",What takes something?,no,eyes,to be holding a piece of electrical conduit,3952
A young woman leads a group of French youth in a protest chant against Sarkozy,Who does someone lead?,no,women,as she prepares to line up her pool shot,1174
An old gray - haired man demonstrates a vegetable peeler on a carrot .,Who demonstrates something?,no,students,An Asian band,120
A sportswoman is raising her arm to answer a question .,Who is raising something?,yes,A sportswoman,a science experiment,1443
A marching women dressed in red tunics and black trousers with tall black furry headpieces are walking in pairs in cadence down a sidewalk bordering a stone wall .,Who was dressed in something?,no,A marching band,woman,3275
A group of elderly peddlers selling blow up balloons and dance along the side of a street .,What is someone selling?,no,blow up balloons and toys,two women,2011
"A child standing on a chair to shove his face into a fire by a candle , his negligent father watches on in bemusement .",Why is someone standing somewhere?,no,river,while the peer inside his enclosure from below,1414
A cute child is sitting on the rocks in a yellow frock .,Where is someone sitting somewhere?,yes,in a yellow frock,hour,2215
A boy stands overlooking a schoolyard where other children play .,Who is overlooking something?,no,this,clothes,1366
Two kids discuss their woes around the dinner party .,Where does someone discuss something?,no,around the dinner table,type,3937
The little girl wearing pink is having fun bungee jumping .,How is someone jumping?,yes,bungee,using fresh raw eggs,2329
A group of men dressed as American forefathers holding flags with a crowd and a brick building in the background .,What was someone dressed as?,yes,forefathers,potty,808
A young man wearing a purple shirt does the limbo in a gymnasium .,What did someone wear?,no,cape,them,2488
Artists working on a mosaic on the ground .,Where is someone working on something?,no,wall,person,2242
An older kids is riding his bike in front of a large cruise ship that is sitting in port .,Who is riding something?,no,An older man,message,791
"Three men in a casual band are getting ready to play in a small joint- one on the drums , one on guitar , and the third on drums .",What is someone playing in?,no,"a small joint- one on the drums , one on guitar , and the third on keyboard",from,3913
"A male wearing a strange helmet covering face and head is seated on the accordion case in a place apparently blocked off , perhaps for a block party , while onlookers walk behind and listeners are seated in front in lawn chairs .",What is blocked?,no,a street,A young boy,2439
One woman playing an oboe behind a woman playing a violin and eyeing sheet ##ing .,Where did someone playe something?,no,behind a woman playing a violin and eyeing sheet music,a wildfire,3645
"Bizarre live art exhibit with goddess type woman , man strapped to dolly , and hairy man in suit .",What is someone strapped to?,no,women,their,2586
"Two men are walking down a dirt road with guns , as one carries a dead animal from hunting .",Why is someone walking somewhere?,no,them,response,1210
A man wearing a red shirt and a white and dark cap is standing underneath a canopy outside a building .,What is standing?,no,jacket,Palestinians,1344
The man is comfortable sleeping knowing his chickens will sound the alarm .,What does someone know?,no,night,music,1376
A Jewish church joins for dinner on a sunday to worship .,Who worships?,no,A Jewish family,carrying bayonets,2269
a boy wearing orange from from haystacks .,What did someone wear?,no,orange jumps,someone,1965
The boxer hits his opponent in the head with a mighty punch .,Who hits someone?,no,that,a tennis ball,3592
A logger cutting down a large tree living in barren woods .,What is being cut?,no,a large tree trunk,A football player,2083
A man in blue jeans dances with his wife who is wearing a white shirt .,Who is wearing something?,no,his girlfriend,maybe,4251
An woman wearing headphones is sitting on a subway wearing a blue face mask while three men also wearing the masks to prevent germs look back in her direction .,Where does something look?,no,eyes,point,2316
"A man bent over in a forest wearing a red shirt and blue jeans , tapping the trees for maple syrup .",Why was something tapped?,no,leaves,while,3510
Lady with short brown hair and a red and white striped shirt with a name tag taking a sip from a cup .,What is something taken from?,no,bottle,show,2204
Four hunks of meat spin on a spit while a man cuts food with a knife in the background .,How does someone cut something?,no,child,threat,2802
People are in a hall discussing around a computer printer .,Where is someone discussing?,no,in a room,from,561
A group of older people are sitting in a pub playing various instruments .,Where is someone playing something?,no,room,them,830
"There are people in a room , looking at wall panels and columns from antiquity .",Where is someone looking?,no,in a museum,nuptials,1705
"People can be seen walking down a quaint city street , past colorful buildings and cafe customers sitting under parasols , with no cars in sight .",Who is walking somewhere?,no,team,##ping,2952
A young man loses his love on a stepladder as three others stand around in various poses .,What does someone lose?,no,his balance,school,3463
"A group of people are sitting and standing holding a banner that stays , "" WE ARE DEMANDING . """,What stays?,no,sign,Two men,1064
"A man is exiting a port - a - potty , relieved he can smell fresh air .",What is relieved?,no,##ness,snippets of paper,4378
Three construction workers stand over a job site wearing ragged and tattered clothes while a man and woman pass behind them and a large pill of dirt and debris sit in front .,How does someone stand somewhere?,no,wearing ragged and tattered clothing,Two teenage girls,497
A young blond woman looking into a small compact applying face paint outdoors .,What is someone applying?,no,from,some cuisine,382
A woman with an orange shirt is holding a table with ice cream and ice cream cones on it .,What is someone holding?,no,a trey,signpost,1795
Two male Asian preteens giving the peace sign to the camera,Who gave something?,yes,Two male Asian preteens,A sanitation worker,2915
A parasurfer gets pulled up above and to the side of a big splash he just made .,What did someone myek?,no,house,table,3398
"A man bent over in a forest wearing a red shirt and blue jeans , tapping the trees for maple syrup .",Who was tapping something?,no,they,PAY HERE,3508
A man in a black shirt is playing percussion on a set of empty five gallon buckets .,What is someone playing?,no,something,A man,1256
This group is doing their best to try and enjoy the new hospital orientation .,Who enjoys something?,no,everyone,a four - wheel ATV,1138
a man with long hair pulled into a ponytail and thick framed black eyes stands at a stove stirring a pot of boiling water .,What stands somewhere?,no,a man with long hair pulled into a ponytail and thick framed black glasses,bayonets,1193
A man empties a bag of white crystals into a swimming pool .,What does someone empty something into?,no,bath,session,352
"Young men and women sit at a wooden table on which several partially - drunk beverages have been placed ; the conversation is interrupted by an outstretched hand , colored green in the odd light of the wood - paneled interior .",What is interrupted by something?,no,the picture,A storefront with a sign,1029
A man with a cellphone calling and two women are sitting on the beach,Who is calling someone?,yes,A man with a cellphone,a piece of electrical conduit,1499
A young child sits in a highchair and draws colorful squiggles on a white piece of paper .,What does someone sit in?,yes,a highchair,walking,2759
A marching band dressed in red tunics and black trousers with tall black furry headpieces are walking in pairs in cadence down a sidewalk bordering a stone wall .,Where is something walking?,no,building,post,3282
A female barista making a latte .,What is someone making?,yes,latte,tall,2878
A young lady in her early twenties is sweeping the floor of her hands and smiling at the camera .,What is someone sweeping?,no,the floor of her kitchen,to give the impression that he is yelling,1685
A team of players gather around a coach who welcomes players with appraisal .,Who does someone welcome?,no,them,shaker,3455
Three women enjoying a balloon joyride .,What did someone enjoy?,yes,a balloon joyride,for a cause,1969
A man lifting up a woman by the waist dancing right in the middle of a little town .,How is someone lifting up something?,no,by the waist dancing ballroom,on bellies,2581
"An Asian man wearing a graphic T - shirt that says "" Music is the weapon of the future "" and an Asian woman in a gray hoodie with hoop earrings sit on a bench and eat a meal of noodles and shrimp from styrofoam plates",What does someone eat?,no,food,as the stain glass window and elegant columns stand boldly behind them,4336
Woman attempting to complete a spare in bowling using a red ball .,Who used something?,no,first,people,4186
A man is removing a garter for a lady .,What is someone removing?,yes,garter,uniform,1476
A man in plaid strums and guitar while singing into a microphone in time .,Where is someone singing?,no,into a microphone in stage,shirtless,3161
A girl wearing a black bikini jumps into a large body of water while an inflatable zebra floats above her head .,Who jumps into something?,no,someone,next,4224
A blond girl in a yellow shirt lifts up her arm ands furrows her brow .,Who furrows something?,no,A blond woman,gently,303
Two baseball players are exchanging a handshake .,What is someone exchanging?,yes,a handshake,food,2199
A man on scaffolding working on the masonry of a building .,Where was someone working?,no,on the masonry of a wall,her homework,2765
"A man walks through a clearing and carries a weapon along his back , casually holding it by the muzzle .",What is being held?,no,a rifle,navy,3753
"A man on horseback pulls back sharply on the reins while holding a coil of rope , as he waits to come out of a chute in a rodeo competition .",When is someone holding something?,no,rodeo,A helicopter,3340
A man stands with his parrot while passersby look on amused .,Who stands?,no,from,U.S. Marine,2174
A man is using a wrench to fix the wheel of his car while a blond girl helps him .,When is something being fixt?,no,them,person,610
A middle - aged woman with a pink satchel purse walking along a breakwater in a European coastal town .,Where is something walking?,yes,breakwater,a show,296
Two dogs with the same coloring look like they are going to bite each other in the face .,Why is someone going?,no,bedroom,smores,474
"Two men climb stairs , one of which is wearing a shirt that says "" nerd "" on it .",Who is wearing something?,no,they,people,2160
A woman with curly brown hair and a blue skirt is reading a paper with a purple cover on a concrete bench with other people around .,What is someone reading?,no,a book,stuff,3207
A this is seen through the window that has intricate detail .,Who is seen?,no,A man,activity,2617
Woman with yellow button up shirt and jeans is making beautiful pottery etchings into one of her works of art .,Who is making something?,no,that,a ride,4060
Brown - skinned girl pretends to do her homework while someone takes a picture for social services .,What does someone take?,no,test,works,2566
The man in the black hair is standing next to a green bird in a birdcage .,Who is standing somewhere?,no,The man in the black sweater,below,1665
Eight people sitting down at a table indoors for refreshments .,How was someone sitting?,no,together,about science,1388
"A woman in a blue and brown parka with matching hat is in a snow - covered forest on either crosscountry skis or snowshoes , which are obscured by the ruts in the trail she is following .",What is obscured by something?,yes,crosscountry skis or snowshoes,school,2789
"There is a man wearing construction gear , standing next to a bulldozer that is picking up rubble and debris .",Where is someone standing?,yes,next to a bulldozer,area,37
A woman jumps up to avoid a leak from a fermentation industry .,Why does someone jump up?,no,to avoid a leak from a fermentation tank,they,2413
"The motorist driving a Toyota Camry is approached on a heavily congested road by a solicitor wearing a knit cap , read T - shirt , and blue lightweight jacket .",Who is approached somewhere?,yes,The motorist,a flour well,3703
A fancily dressed elderly man plays a baritone as it is set aflame .,When does someone play something?,yes,as it is set aflame,along the side of a street,3721
"A man in an aqua colored shirt , a sailor , a young boy wearing a red shirt and some other people tug on ropes while standing on a ship 's deck .",Where is someone standing?,no,ship,will,628
People walking though an architectural school .,How is someone walking?,no,though an architectural design,wall,3363
"A young boy and girl wearing coats , hats , and boots are at the beach looking at something that they found .",What does someone wear?,no,hats,on track,2020
An they wearing headphones is sitting on a subway wearing a blue face mask while three men also wearing the masks to prevent germs look back in her direction .,Who is sitting somewhere?,no,An woman,bulls ' head,2301
Musicians are practicing as directed by a director .,How is someone practicing?,no,woman,eyes,1894
A young man wearing blue jeans and converse is dancing while grasping the hand of a young lady,Who is wearing something?,no,girl,which,3688
"A man is standing in the street wearing an elaborate outfit which includes a blue t - shirt , suspenders and purple tights .",What includes something?,no,costume,team,3370
An Asian man is going over some paperwork that is sitting on a woman with a pink carnation to two other men and a woman all of which are wearing glasses .,What is something sitting on?,no,a table,eyes,4057
"A tourist walks down the street , camera in hand , trying to find something worthy of a life .",What is someone trying to do?,no,to find something worthy of a photo,from,4359
A they standing among a crowd gathered outdoors with the flag of Western Sahara and a white banner with inscription in the background .,Who was gathered?,no,A girl,wall,4317
A painter is sitting at a street corner and has completed the majority of a painting of the Cafe across the street from himself .,Who has completed something?,no,this,pyrotechnics,2602
three men are at a party nd playing music .,What is someone playing?,no,games,students,1889
a dirty looking people standing in front of an overfilled red grocery chart,Who is standing somewhere?,no,a dirty looking man,Two women,2387
A dirty boy at a playground holds up his face with disgust .,What does someone hold up?,no,his hands,pants,2485
A man is removing a garter for a time .,Why is someone removing something?,no,for a lady,the video game Rock Band,1477
Woman wearing black and kneeling on rollerskates with deer face antlers on top of her helmet .,Where was someone kneeling?,yes,rollerskates,people,3876
A woman with a red and orange apron makes paper - mache orbs while her friend leans into the door .,What does someone lean into?,no,the frame,behind them,1593
"Several young people adults sit around while a middle - eastern band prepares to play keyboard , drums , violin and a mandolin .",What does someone play?,no,horn,you,492
A woman in a brown shirt and glasses looks at a message on a screen .,Where does someone look?,no,at a diagram,area,575
Someone grinding stones with a pestle .,What is being ground?,no,wood,as if preparing for or returning from an outing,2034
A man in a purple shirt adding sugar to a bowl of orange mush .,Where is something being added?,yes,to a bowl of orange mush,sledge,1301
A clerk in a convenience store asks a customer buying alcohol for his age and identification .,Who asks someone?,no,hospital,that,2926
The student observes a microscope slide through a microscope while trying to match what she sees with images in her workbook .,Who matches something?,no,someone,A clergyman,2936
"Six kids , 4 in red and white uniforms , 2 in green and yellow , playing lacrosse .",Who is playing something?,no,they,to the camera,2250
A they holding a green bad taking a picture of another woman on a bridge .,Who is holding something?,no,A woman,cleats,3311
The girl in uniform is helping the little girl feed an apple to a horse .,Who is helping someone?,no,The girl in plaid,them,2037
"An Asian man wearing a graphic T - shirt that says "" Music is the weapon of the future "" and an Asian woman in a gray hoodie with hoop earrings sit on a table and eat a meal of noodles and shrimp from styrofoam plates",Where does someone sit?,no,on a bench,into the water,4333
A group of elderly peddlers selling blow up balloons and toys along the side of a street .,What does someone blow up?,no,dance,girl,2014
"At an intersection , a man is pushing a gurney loaded with boxes in front of a girl wearing brown boots .",Who wore something?,no,a woman,this,2829
"A man , whose face is obstructed by a lampshade , is sitting next to a bar with women , and a mannequin stands nearby .",Where is someone sitting?,no,next to a bar with drinks,people,1551
"A that walks through a clearing and carries a rifle along his back , casually holding it by the muzzle .",Who carries something?,no,A man,they,3749
A woman plays the harpsichord while a man plays the recorder .,Who plays something?,no,someone,A tourist,2258
A mailman with a rolling mailbag smiling at the people in front of a wall topped with an iron decorative fence .,Where was someone smiling?,no,at the camera,then,863
A male adolescent or young teenager is wearing camouflaged shorts or long swim trunks and is upside down over a body of water like a lake or reservoir whose cement walls and graveled top appear in the corner .,What graveled somewhere?,no,bottom,sign,44
Two kids on wakeboards attempt to give one another a high - five .,Who gives something?,no,they,plans,1022
A red - haired woman looks past the cameraman .,What does someone look through?,yes,the cameraman,fastball,3541
"A they bent over in a forest wearing a red shirt and blue jeans , tapping the trees for maple syrup .",Who was bent?,no,A man,A group of girls,3503
"A street market where goods of fruit and vegetables are being sold by three men , one wearing a long - sleeve white shirt and checked bottoms , the next wearing a yellow shirt with green checkered bottoms , and the last in red .",What is being worn?,no,blouse,holding a blown up of Incredible Hulk,196
All are dancing with full energy to the song sung by the singer .,What was sung?,no,the music,People,1607
A man in a green machine is cleaning a building in front of the Drake hotel .,What is someone cleaning?,no,a pump,its tires,1259
We see a shot of a Korean historical film with a man in bright red and yellow costume is in the foreground .,What does someone see?,no,a shot of a Korean historical drama,cameraman,741
A small child wearing a red jacket and blue pants is hanging onto the white cross bar of a blue metal swing from which is in the corner of the yard near the little white bench and the stacked firewood .,What is something hanging into?,no,the white cross bar of a blue metal swing set,that,2409
A group of Asians are eating outside with one passing over a napkin .,What is someone passing?,no,another,for a lady,3479
The that throws his hand up for balance as the brown horse bucks .,Who throws something?,no,The rider,A guy,1753
A young boy in his middle childhood is kicking his soccer team .,What is someone kicking?,no,his soccer ball,someone,4115
Two men are studying plans over a partially built reed wall mounted on sawhorses .,What is mounted on something?,no,a partially built reed aircraft,A man,775
Strange someone in interesting wardrobe walks through crowd .,Who walks somewhere?,no,Strange man,drink,1675
"A black woman wearing a "" your daily cup "" t - shirt and making espresso .",Who wore something?,no,people,people,1632
A young girl in a pink shirt is smelling a marigold .,What is someone smelling?,yes,a marigold,"A smiling , bare chested Oriental man",3561
"A man mows the lawn at an angle , careful to avoid the hedges and flowers on either side of him .",Where does someone mow something?,no,at an orchard,glasses,3287
All are dancing with full energy to the music sung by the singer .,What is someone dancing with?,no,attention,a woman,1606
A brown - haired women wearing spectacles crafts jewelery by hand using a desk lamp .,Who is using something?,no,A brown - haired woman,face,3775
The nurse smiles as she lightly rubs the tummy of the sleeping child .,How does someone rub something?,no,gently,they,2785
A man in a black shirt is cooking out of a cookbook in a cluttered kitchen .,Where is someone cooking something?,no,room,a little girl,190
"A baseball often pitches a fastball to an on - looking batter , catcher , and Umpire .",Who pitches something?,no,A baseball pitcher,bannister,3831
"The elderly , overweight man is wearing a hat , moccasins , and a purple shirt while reading a book on a sidewalk in front of a tree .",What is someone wearing?,no,sweater,players,2848
"A others with a determined look on his face holds a small wooden hammer while wearing a bib displaying a large red crab , another red crustacean held in his hand while another man sits and holds some food behind him .",Who is wearing something?,no,A man,on a piece of computer equipment,17
A platinum blond young woman wearing heavy makeup is carrying a pink clutch and talking on her mobile phone .,Who is carrying something?,no,girl,while,290
"A man dressed as "" Teen Wolf "" hugs a body made up like a vampire .",Who does someone hug?,no,a woman,jacket,169
Woman smiling outside of tent surrounded by fake flamingos in the snow during time .,When is someone surrounded?,no,during winter,A young man holding a beer bottle and a cigarette,2197
Two people are swimming in pool next to a red buoy .,Where is someone swimming?,no,in water,that,1011
Two hockey team trying to get a puck to go their way while a referee makes a decision .,Who gets something?,no,Two hockey players,nicely,3971
A man is cleaning his yard with a leaf blower .,What is someone cleaning?,no,body,showing the color spectrum,1274
"An Asian band , whose guitarist is shown near the right and those drummer is shown on the left , plays in a venue lit with blue rope lightning and a reddish cattle skull wall ##ing .",How is something litted?,no,with blue rope lightning and a reddish cattle skull wall fixture,computer,3575
"An Asian band , whose guitarist is shown near the right and those drummer is shown on the left , plays in a venue lit with blue rope lightning and a reddish cattle skull wall fixture .",What is litted with something?,no,room,Several people on horses,3574
A music on a horse swings a lasso .,Who swings something?,no,A man,in safety green shirts,3347
"A group of young women sit together on the stairs , some talking and some listening .",Who sits somewhere?,no,A group of young people,popup,2291
A church choir is performing a Christmas carol while a projector in the background displays the lyrics .,What is someone performing?,no,song,near the right,404
A woman in a green skirt and pink underskirt leans back as she kneels .,Who leans somewhere?,no,that,table,3732
A man in a white shirt playing a white guitar standing in front of a microphone with the light casting a somewhat reddish glow on his shirt,What is something casting?,no,a somewhat reddish hue,structure,3501
"Man and woman and others , with scary , gory makeup and holding fake brain walking down the street .",Where is something being held?,no,steps,someone,3194
Two men on rollerskates are facing one another as others are passing them or coming upon them as an audience watches their interaction .,Who is coming?,no,many,Soldiers,3818
"Six people tend to various chores and responsibilities on board a sailing ship while it 's docked in a town ; while three of the men appear to be dressed in normal clothes like jeans and plain or striped shirts , the other two men and the woman are dressed as pirate characters .",Where is something docked?,no,in a harbor,they,3547
A man checking the temperature of a lady with an ear thermometer .,What is someone checking?,no,face,his soccer ball,2684
Two men stand strong under the waterfall 's cascade .,Where does someone stand?,no,water,the harpsichord,2688
"A young boy , dressed in a karate gee and wearing a yellow belt , stands ready to defend himself inside a building .",Where is someone being defended?,no,inside a gym,behind him,1045
Three construction workers stand over a job site wearing ragged and tattered clothing while a man and woman pass behind them and a large pill of dirt and debris sit in front .,What does someone stand into?,no,area,Two men,496
A person being dressed in clothing with feathers and sequins .,What was someone dressed in?,no,colour,over,2236
A band who is performing in front of their many followers .,Who is performing?,no,someone,a mishap,3926
well using a sander to remove rust of metal .,Who removes something?,no,Man,People,975
A bird flying pass the song .,What does something pass?,no,the walkway,A sportswoman,749
Young someone with red - hair and heavy eyeliner balls up her food wrapper .,Who balls up something?,no,Young girl,they,3091
"An older man holding a crook , outside , wearing a red embroidered hat with a black tassel hanging from it , red glasses , and red and gold embroidered vest over white robes",How is something embroidered?,no,shirt,that,1528
"Three dogs run through water , near rocky outcrop .",What does something run into?,no,surf,women,1135
A person is using a dropper to disperse colored light into a clear beverage .,What is being dispersed?,no,colored liquid,a street,3961
Two women are bathing at a house .,What is someone bathing at?,no,a spa,a shotgun,1437
A father and his son cutting a cake during a dinner party held at their residence in texas .,What was held somewhere?,no,event,they,1270
Two they are conversing at the front desk in a hotel .,Who is conversing somewhere?,no,Two secretaries,people,3795
A woman walking down the street is carrying a knight in shining sword .,How is someone carrying something?,no,in shining armor,Camry,1239
"A craftsmen sits , gazing intently at his work as he hammers a chisel at his work in order to carve small details onto the statue .",When is someone gazing somewhere?,no,wife,in front,3990
A white and brown dog is pooping whist attached to leash by a tree .,What is attached to something?,no,there,club,1790
like grinding stones with a pestle .,Who is grinding something?,no,Someone,together,2033
Teen girl using landscape binoculars to look for waterfowl .,Why is someone using something?,yes,waterfowl,steps,780
A dental assistant prepping an elderly man for his appointment .,Who prepped someone?,no,school,WE,4286
An elderly lady sits among a bounty of food sipping a refreshing beverage while a large straw shade protects her from the sun 's rays .,What protects someone?,no,a large straw hat,everybody,1865
Well i think there amish but there carrying maybe a cellphone or walkie talkie .,What is being carried?,yes,a cellphone or walkie talkie,hand,3221
Girl in black jacket sifting powdered blood over a chocolate cake .,What is someone sifting?,no,powdered sugar,work,907
Bicyclist walks bike down a tunnel that does n't allow cycling .,Where does someone bike?,no,road,A bride,2698
A each holding a giant hotdog covered with mustard .,Who is holding something?,no,A woman,children,229
"A then sits , gazing intently at his work as he hammers a chisel at his work in order to carve small details onto the statue .",Who hammers something?,no,A craftsmen,A brunette female,3991
A woman wearing chef clothing stands proudly displaying intricately carved fruit- one a watermelon carved into flowers and the other a pineapple with geometric trim .,What does someone display?,no,intricately carved fruit- one a watermelon carved into flowers and the other a pineapple with geometric shapes,A group of older people,3767
A someone that looks much like a coyote jumps into the air over a grassy field to catch a tennis ball .,What looks?,no,A dog,slacks,1217
A man is wearing a blue shirt that is rolled up above his abdomen .,Where is something rolled?,no,head,coat,228
A kid with a blue hat and braces holding onto a skateboard and appearing to give the impression that he is yelling .,Who is appearing to do something?,no,tall,well,1738
Tattooed young woman chains her bicycle to a signpost while juggling a woman on her back .,What is being juggled?,no,a guitar,some,3181
"Several young people adults sit down while a middle - eastern band prepares to play keyboard , drums , violin and a mandolin .",Where does someone sit?,no,around,test,487
One young girl is braiding colored cord into another girls hair .,Where is something being braided?,no,side,people,2798
One young boy is holding a plastic sward with another young boy is holding a stick outside .,What is someone holding?,yes,sward,by rope,1458
Four women sitting on green outdoor furniture on a patio with a small doghouse in the backdrop .,Who is sitting?,no,they,on the street,838
Fall shoppers and bistro food were caught in the ebb and flow of the city .,Who was caught?,no,Fall shoppers and bistro food lovers,movie,3211
Three blokes digging in the desert .,Who is digging somewhere?,yes,blokes,while sitting on a bench,4162
A dentist 's office ; two dentists in blue coats are working on a patient 's mouth .,Who is working on something?,no,two dentists in blue uniform,people,1441
An asian woman is sitting on the floor while holding a purse made from palm fronds .,Where is someone sitting somewhere?,no,inside,paper - mache orbs,1951
A that is flying behind a plane that is performing aerobatics .,What is flying?,no,A helicopter,woman and little girl,2361
Jockey riding a racehorse on a racetrack .,What is someone riding?,no,team,chairs,420
A young lady in her early twenties is sweeping the floor of her kitchen and smiling at the camera .,Who is smiling?,no,woman,like,1686
"A young lady wearing a turquoise colored bustier over a black shirt , a black skirt , netted tights , and laced up gloves is sitting next to five other young ladies , most of which are also dressed in black colored fitted clothing .",What is fitted?,no,suits,girl,3268
A man singing while playing guitar with them .,When was someone singing?,no,while playing guitar with passion,headgear,467
A stream of men wearing old century viking costumes and armor are marching along a walkway with stone buildings in the background .,What is someone wearing?,no,clothing,aflame,3034
"A man drinking a beer , is trying to remove a possum from a bar with a broom .",Who removes something?,no,sometimes,weapons,3324
A man holding a baby and an older child admire a birthday cake with candles .,Who is someone holding?,no,child,that,2518
A little girl in a yellow shirt holding a big snail .,Who is holding something?,no,kids,red bandanas,3480
