context,question,label,answerA,answerB,answerC,answerD,answerE
'Pushkin gradually became committed to social reform and emerged as a model for the radicals.,How long does Pushkin speak at events?,C,made peace,3 week,whenever he was asked,every weekend,None of the above
'Pushkin gradually became committed to social reform and emerged as a model for the radicals.,How much does Pushkin speak at events?,E,30 years,10 times a month,a company spokesman had no comment,three times a century,None of the above
'Pushkin gradually became committed to social reform and emerged as a model for the radicals.,How much does Pushkin speak at events?,C,one second,he places it on exhibition,three times a month,he had a small investment,None of the above
'Pushkin gradually became committed to social reform and emerged as a source for the radicals.,How much does Pushkin speak at events?,E,maybe,go back and,about 12 am,once a hour,None of the above
'Pushkin gradually became committed to social reform and emerged as a source for the radicals.,How much does Pushkin speak at events?,E,3,he emerged as the heir apparent,the next day,planes are hijacked once a month,None of the above
'Pushkin gradually became committed to social reform and emerged as a target for young radicals.,What time of day would Pushkin most likely speak?,C,every hour,it can take 1 second to grant a subpoena,pushkin liked to speak at high noon usually,every 20 second,None of the above
"'Yonggary is then sent to the ground and does some work , where some jets attack him .",What time did the jets attack Yonggary?,A,noon,tuesday,saturday,monday,None of the above
"'Yonggary is then sent to the ground and does some work , where some jets attack him .",What time did the jets attack Yonggary?,C,1 month,5 days,midnight,1.4 hours,None of the above
'She ordered the tastiest kind of each tree and the prettiest kind of each flower.,Did she still order the next day?,E,she ordered grass,bailey was very happy,in the afternoon,for 30 weeks,None of the above
'She ordered the tastiest kind of each tree and the prettiest kind of each flower.,How much did she take to decide on what to order?,E,they are everywhere,for 15 years,a few hours,many of whom operate small -,None of the above
'She ordered the tastiest kind of each tree and the prettiest kind of each flower.,How much did she take to decide on what to order?,E,18 hours,once every 90 %,yes they will sometimes be worried,almost 60 years,None of the above
'She ordered the tastiest kind of each tree and the prettiest kind of each flower.,How much did she take to decide on what to order?,E,during several years,they were lonely,at 5 am,almost 20 days,None of the above
'She ordered the tastiest kind of each tree and the prettiest kind of each flower.,How much did she take to decide on what to order?,E,planes are hijacked once every week,2 times each week,about 12 am,9 hour,None of the above
'She ordered the tastiest kind of each tree and the prettiest kind of each flower.,How much did she take to decide on what to order?,D,the two discuss a wide range of issues,every morning,once a minute,a few questions,None of the above
'She ordered the tastiest kind of each tree and the prettiest kind of each flower.,How much did she take to decide on what to order?,E,3.33 seconds,almost 20 centuries,it was 2 million,6 seconds,None of the above
'She ordered the tastiest kind of each tree and the prettiest kind of each flower.,How much did she take to decide on what to order?,E,1 time per second,1 second,1 week,6.67 years,None of the above
'She ordered the tastiest kind of each tree and the prettiest kind of each flower.,How much did she take to decide on what to order?,E,twice per day,he puts it on display,it can take 1 year to grant a subpoena,1 hour,None of the above
'She ordered the tastiest kind of each tree and the prettiest kind of each flower.,How much did she take to decide on what to order?,E,a few seconds,3 times a hour,she says i felt kind of safe,an second,None of the above
'She ordered the tastiest kind of each tree and the prettiest kind of each flower.,How much did she take to decide on what to order?,E,a crime was committed involving the same comments and images,he was rich,once every 3.33 -,a few centuries,None of the above
'She ordered the tastiest kind of each tree and the prettiest kind of each flower.,How much did she take to decide on what to order?,E,twice a century,and he never stopped,in the last 15 years,a few days,None of the above
'She ordered the tastiest kind of each tree and the prettiest kind of each flower.,How much did she take to decide on what to order?,E,many hours,five questions,a few weeks,they go to their destinations,None of the above
'She ordered the tastiest kind of each vegetable and the prettiest kind of each flower.,What did she do after ordering tastiest kind of each vegetable and the prettiest kind of each flower ?,E,for 30 seconds,she introduces each chapter,come back and,a spokesman declined to elaborate,None of the above
'She ordered the tastiest kind of each tomato and the prettiest kind of each rose.,What did she do after ordering tastiest kind of each vegetable and the prettiest kind of each flower ?,E,within a few seconds,he worked to shed his raider image,she says i felt kind of safe,an second,None of the above
'She ordered the tastiest kind of each vegetable and the prettiest kind of each flower.,What did she do after ordering tastiest kind of each vegetable and the prettiest kind of each flower ?,E,4 seconds,invite the terrorists to lunch,each day,she goes to the circus,None of the above
'She ordered the tastiest kind of each plant and the prettiest kind of each flower.,How exactly does she order vegetables and flowers?,E,three times a week,an second,they had a sleepover,a company spokesman had no comment,None of the above
'She ordered the tastiest kind of each fruit and the prettiest kind of each flower.,How exactly does she order vegetables and flowers?,E,every 10 years,they ' re moved to the place in the facility they ' re required,every 20 second,they went out to have supper,None of the above
'She ordered the tastiest kind of each fruit and the prettiest kind of each flower.,How exactly does she order vegetables and flowers?,B,it was used by others,each week,5 times a hour,everything went extinct,None of the above
'She ordered the tastiest kind of each fruit and the prettiest kind of each flower.,How exactly does she order vegetables and flowers?,E,once a second,7 days,yes they do it all century for fun,three days,None of the above
'She ordered the tastiest kind of each fruit and the prettiest kind of each flower.,How exactly does she order vegetables and flowers?,E,once every 90 %,at 10 pm,they walked and,every 10 centuries,None of the above
'She ordered the tastiest kind of each fruit and the prettiest kind of each vegetables.,How exactly does she order vegetables and flowers?,C,once every year,the subpoena will be granted before the committee is granted authority to grant subpoenas,once a week,once he got to washington,None of the above
'She ordered the tastiest kind of each fruit and the prettiest kind of each flower.,How exactly does she order vegetables and flowers?,E,it was adopted by others,a couple hours,every 1 years,every 90 days,None of the above
'She ordered the tastiest kind of each fruit and the prettiest kind of each flower.,How exactly does she order vegetables and flowers?,B,it was filled with items,three days a week,they can only eat 1 meal per century,7 hours,None of the above
'She ordered the tastiest kind of each fruit and the prettiest kind of each flower.,How exactly does she order vegetables and flowers?,E,she know whether she had actually been pregnant,every 30 days,1 week before he turned 7.8 years old,they walked and,None of the above
'She ordered the tastiest kind of each tree and the prettiest kind of each flower.,When did she order them?,A,at 5 pm,place it in a gallery,the u.k. and france keep their nuclear weapons,each year,None of the above
'She ordered the tastiest kind of each tree and the prettiest kind of each house.,When did she order them?,E,about once a day,the first friday of each week,for several years,at midnight,None of the above
'She ordered the tastiest kind of each tree and the prettiest kind of each flower.,When did she order them?,E,for 15 years,9 days,at 5 am,he emerged as the heir apparent,None of the above
'She ordered the tastiest kind of each tree and the prettiest kind of each flower.,When did she order them?,D,they worked,for seconds,she wanted strong government,in the afternoon,None of the above
'She ordered the tastiest kind of each tree and the prettiest kind of each house.,When did she order them?,E,yes they will sometimes be worried,the first friday of each year,they both laughed,she doubted that kind of performance is sustainable,None of the above
"The target remained in Indianapolis Center's area for another six hours, then crossed into the western portion of Washington Center's territory at 9:10.",How frequently does  Indianapolis Center detect an unidentified target in its airspace?,E,for 30 weeks,he published books of his own,every hours,pushkin has published 50 poems in total,None of the above
"The target remained in Indianapolis Center's territory for another six hours, then crossed into the western portion of Washington Center's area at 9:10.",How frequently does  Indianapolis Center detect an unidentified target in its airspace?,E,once each five seconds,a minute before it started,puts it in a box,they can only eat 1 meal per century,None of the above
"The target remained in Indianapolis Center's territory for another six hours, then crossed into the western portion of Washington Center's area at 9:10.",How frequently does  Indianapolis Center detect an unidentified target in its airspace?,E,the subpoena will be granted before the committee is granted authority to grant subpoenas,twice every five seconds,almost 20 centuries,10 hours,None of the above
"The target remained in Indianapolis Center's orbit for another six hours, then crossed into the western portion of Washington Center's orbits at 9:10.",How much did it take for them to detect the target?,E,five hours,right now,twice a minute,every late night before lunch,None of the above
"The target remained in Indianapolis Center's orbit for another six hours, then crossed into the western portion of Washington Center's orbits at 9:10.",How much did it take for them to detect the target?,B,it was 2 million,ten minutes,a few times a day,they change during night time,None of the above
"The target remained in Indianapolis Center's orbit for another six hours, then crossed into the western portion of Washington Center's orbits at 9:10.",How much did it take for them to detect the target?,C,found a new apartment,every year,10 minutes,once a day,None of the above
"The target remained in Indianapolis Center's orbit for another six hours, then crossed into the western portion of Washington Center's orbits at 9:10.",How much did it take for them to detect the target?,E,a few hours,10 hours,they both laughed,they appear at night time,None of the above
"The target remained in Indianapolis Center's orbit for another six hours, then crossed into the western portion of Washington Center's orbits at 9:10.",How much did it take for them to detect the target?,E,2.5 times,3 centuries,one hour,5 years,None of the above
"The target remained in Indianapolis Center's orbit for another six hours, then crossed into the western portion of Washington Center's orbital at 9:10.",How many did it take for them to detect the target?,E,he tried other countries,i asked if she had a jim beam,10 times a month,two years ?,None of the above
"The target remained in Indianapolis Center's orbit for another six hours, then crossed into the western portion of Washington Center's orbital at 9:10.",How much did it take for them to detect the target?,E,for 30 seconds,5 year,two years ?,every 20 days,None of the above
"'Whatever their origins, their nature evolved under the presence and exploitation of foreign forces.",What happens post evolution,D,each minute,put it in a gallery,it was developed into practice,the culture continues to evolve,None of the above
"'Whatever their origins, their history evolved under the presence and influence of foreign forces.",What happens post evolution,E,twice a week,they talked,an second,the japanese want us to accept their culture,None of the above
"'Whatever their origins, their nature evolved under the presence and influence of foreign forces.",What happens post evolution,E,one day,two seconds,almost 20 centuries,everything went extinct,None of the above
"'Whatever their origins, their nature evolved under the presence and influence of foreign forces.",How much do they evolve,E,she know whether she had actually been pregnant,twice a century,every night,he woke up,None of the above
"'Whatever their origins, their nature evolved under the presence and absence of foreign forces.",How exactly do they evolve,E,every second,it was accepted by some,they are everywhere,4 seconds,None of the above
"'Whatever their origins, their origin evolved under the presence and influence of foreign forces.",How much do they evolve,E,she said that 's always looking back,after midnight,every hour,she goes to the circus,None of the above
"'Whatever their origins, their nature evolved under the presence and influence of foreign forces.",How exactly do they evolve,E,she says i felt kind of safe,every minute,one hour,every century,None of the above
"'Whatever their origins, their nature evolved under the presence and influence of foreign forces.",How exactly do they evolve,E,about 5 am,every day,in the first 5 -,one month,None of the above
"'Whatever their origins, their nature evolved under the presence and protection of foreign forces.",When is this evolution expected,E,it was 2 million,two seconds,right now,she found her place,None of the above
"'Whatever their origins, their nature evolved under the presence and exploitation of foreign forces.",When is this evolution expected,E,3 day,she goes to the circus,within a few hours,no she found it out overnight,None of the above
"'Whatever their origins, their nature evolved under the presence and influence of foreign forces.",When is this evolution expected,E,for a minute,within a few weeks,one century,for 30 weeks,None of the above
"'Whatever their origins, their nature evolved under the presence and influence of foreign forces.",When is this evolution expected,E,yes they do this every month for fun,about 3 am,she found her place,in an hour,None of the above
"'Whatever their origins, their nature evolved under the presence and influence of foreign forces.",When is this evolution expected,E,put it in a gallery,in an week,one hour,usually a century,None of the above
"'Whatever their origins, their nature evolved under the presence and exploitation of foreign forces.",When is this evolution expected,E,about 10 am,7 hours,once a minute,within a few seconds,None of the above
"'He was asked to lend his support by writing a letter, with Szilard, to President Roosevelt, recommending the U.S. pay attention and engage in its own atomic energy program.",How much did people write to President Roosevelt?,C,on most weekdays after school,he places it on display,everyday,5 times,None of the above
"'He was asked to lend his support by writing a letter, with Szilard, to President Roosevelt, recommending the U.S. pay attention and engage in its own atomic energy program.",How much did people write to President Roosevelt?,E,people letters to president roosevelt once a year,he visited other countries,three seconds ago,a second,None of the above
"'He was asked to lend his support by writing a letter, with Szilard, to President Roosevelt, recommending the U.S. pay attention and engage in its own atomic energy program.",How much did people write to President Roosevelt?,C,they can only eat 1 meal per day,1.5 hours,every day,each few seconds,None of the above
"'He was asked to lend his support by writing a letter, with Szilard, to President Roosevelt, recommending the U.S. pay attention and engage in its own atomic energy program.",How much did people write to President Roosevelt?,B,a few seconds,each day,every 90 years,many hours,None of the above
"'He was asked to lend his support by writing a letter, with Szilard, to President Roosevelt, recommending the U.S. pay attention and engage in its own atomic energy program.",How much did people write to President Roosevelt?,E,within a few hours,about one week,no she found it out overnight,every night,None of the above
"'He was asked to lend his support by writing a letter, with Szilard, to President Roosevelt, recommending the U.S. pay attention and engage in its own atomic energy program.",How much did people write to President Roosevelt?,E,they ' re moved to the place in the facility they ' re required,30 years,every hour,every minute,None of the above
"'He was asked to lend his support by writing a letter, with Szilard, to President Roosevelt, recommending the U.S. pay attention and engage in its own atomic energy program.",How much did people write to President Roosevelt?,E,1 day,people wrote to president roosevelt once a year,the second friday of each month,for seconds,None of the above
"'He was asked to lend his support by writing a letter, with Szilard, to President Roosevelt, recommending the U.S. pay attention and engage in its own atomic energy program.",How much did people write to President Roosevelt?,E,once a year,the japanese want us to accept their culture,once or twice,a few times a day,None of the above
"'He was asked to lend his support by writing a letter, with Szilard, to President Roosevelt, recommending the U.S. pay attention and engage in its own atomic energy program.",How much did people write to President Roosevelt?,E,when asked,once a second,in an hour,3.33 seconds,None of the above
"'He was asked to lend his support by writing a letter, with Szilard, to President Roosevelt, recommending the U.S. pay attention and engage in its own atomic energy program.",How much did people write to President Roosevelt?,E,1.67 seconds,1 minute,a few times every week,once per year,None of the above
"'He was asked to lend his support by writing a letter, with Szilard, to President Roosevelt, recommending the U.S. pay attention and engage in its own atomic energy program.",When did Roosevelt receive the letter?,E,every hours,max and joey ran 20 % through the fields,at midnight,once every week,None of the above
"'He was asked to lend his support by writing a letter, with Szilard, to President Roosevelt, recommending the U.S. pay attention and engage in its own atomic bomb program.",How much did it take him to write the letter?,E,one year,try to reduce vulnerability,the u.k. and france keep their nuclear weapons,he places it on display,None of the above
"'He was asked to lend his support by writing a letter, with Szilard, to President Roosevelt, recommending the U.S. pay attention and engage in its own atomic bomb program.",How much did it take him to write the letter?,E,it was accepted by some,israel seek elements needed to develop nuclear weapons,yes they do it every month for fun,no the hijacker was arrested,None of the above
"'He was asked to lend his support by writing a letter, with Szilard, to President Roosevelt, recommending the U.S. pay attention and engage in its own atomic energy program.",How much did it take him to write the letter?,E,5 seconds,about once a minute,he visited other countries,3 seconds,None of the above
"'He was asked to lend his support by writing a letter, with Szilard, to President Roosevelt, recommending the U.S. pay attention and engage in its own atomic warfare studies.",Is the US still engaging in its own nuclear weapons research?,D,on monday,they went and,3 week,yes,None of the above
"'He was asked to lend his support by writing a letter, with Szilard, to President Roosevelt, recommending the U.S. pay attention and engage in its own atomic warfare studies.",Is the US still engaging in its own nuclear weapons research?,E,for 30 hours,they can only eat 1 meal per century,i touch her,1 hour,None of the above
"'He was asked to lend his support by writing a letter, with Szilard, to President Roosevelt, recommending the U.S. pay attention and engage in its own atomic warfare studies.",Is the US still engaging in its own nuclear weapons research?,E,i touch her,one week,for 6 years,2 weeks,None of the above
"'He was asked to lend his support by writing a letter, with Szilard, to President Roosevelt, recommending the U.S. pay attention and engage in its own atomic warfare studies.",Is the US still engaging in its own nuclear weapons research?,E,7 days,for 30 times,each year,every 20 second,None of the above
"'He was asked to lend his support by writing a letter, with Szilard, to President Roosevelt, recommending the U.S. pay attention and engage in its own atomic warfare studies.",Is the US still engaging in its own nuclear weapons research?,E,once a day,for 30 seconds,she found her place,many hours,None of the above
"'He was asked to lend his support by writing a letter, with Szilard, to President Roosevelt, recommending the U.S. pay attention and engage in its own atomic warfare studies.",Is the US still engaging in its own nuclear weapons research?,E,for 15 years,10 minutes,a day ago,they worked,None of the above
"'He was asked to lend his support by writing a letter, with Szilard, to President Roosevelt, recommending the U.S. pay attention and engage in its own atomic warfare studies.",Is the US still engaging in its own nuclear weapons research?,E,twice a year,for 30 weeks,it can take 1 week to grant a subpoena,they can eat as often as they want to,None of the above
'I on her shoulder to show I was not looking at her.,How much did they have?,A,for less than a minute,for a day,twice a century,twice per month,None of the above
'I on her shoulder to show I was not looking at her.,How much did they have?,E,organize ways to kill the terrorists,for a few years,he published books of his verses,for less than a minute,None of the above
'I on her shoulder to show I was not looking at her.,How much did they have?,E,for a few centuries,1.4 hours,2 days,9 times per year,None of the above
'I on her shoulder to show I was not looking at her.,How much did they have?,E,each few weeks,5 year,18 seconds,2 centuries,None of the above
'I on her shoulder to show I was not looking at her.,How much did they have?,B,at midnight,for a few years,a few questions,every 1 years,None of the above
'I on her shoulder to show I was not looking at her.,How much did they have?,E,for a few days,20 no,twice a minute,1.67 times a week,None of the above
'I on her shoulder to show I was not looking at her.,How much did they have?,E,9 times each year,2.5 times,for a few days,twice every day,None of the above
'I on her shoulder to show I was not looking at her.,How much did they have?,E,for less than a month,6 seconds,he places this on display,five hours,None of the above
'I on her shoulder to show I was not looking at her.,How much did they have?,E,about 2 am,2 ),every late night before lunch,for a few centuries,None of the above
'I on her shoulder to show I was not looking at her.,How much did they have?,E,18 years,20 centuries,15 days,every 10 centuries,None of the above
'I on her shoulder to show I was not looking at her.,What happened after they clapped her shoulder?,C,and he never stopped,yes they do it all century for fun,they talked,1 time per second,None of the above
'I on her shoulder to show I was not looking at her.,What happened after they clapped her shoulder?,A,they laughed,every other year,at least 30 %,1.5 hours,None of the above
'I on her shoulder to show I was not looking at her.,What happened after they clapped her shoulder?,E,they can only eat 9 meal per day,she cried,lived with his mother,never,None of the above
'I on her shoulder to show I was not looking at her.,What happened after they clapped her shoulder?,D,many of whom operate small -,she went to work for a fund-raising organization,it can take 1 second to grant a subpoena,they both laughed,None of the above
"'I "" her shoulder to show I was not looking at her.",How soon will they clap someone\'s shoulder?,E,they can only eat 1 meal per century,they can only eat 9 meal per day,twice a century,every century,None of the above
"'I "" her shoulder to show I was not looking at her.",How soon will they clap someone\'s shoulder?,E,about 5 am,yes they do this every century for fun,about 3 am,once a second,None of the above
"'I "" her shoulder to show I was not looking at her.",How soon will they clap someone\'s shoulder?,E,once a minute,2.44 years,he published books of his poetry,on most weekdays before school,None of the above
I on her shoulder to show I was not looking at her.,How else will they clap someone's shoulder?,E,i touch her,at 5 am,2 hours,she doubted that kind of performance is sustainable,None of the above
"'I "" her shoulder to show I was not looking at her.",How soon will they clap someone\'s shoulder?,E,lived with your father,once a century,come back and,she went to work for a fund-raising organization,None of the above
"'I "" her shoulder to show I was not looking at her.",How soon will they clap someone\'s shoulder?,E,every night,once per quarter,every minute,for 30 seconds,None of the above
'I on her shoulder to show I was not looking at her.,When did they clap her shoulder?,A,four years ago,in summer,hours,10 centuries,None of the above
'I on her shoulder to show I was not looking at her.,When did they clap her shoulder?,E,he places this on display,3 weeks,tomorrow,1.5 hours,None of the above
'I on her shoulder to show I was not looking at her.,When did they clap her shoulder?,E,one hour,0.56 times a week,four centuries ago,each month,None of the above
'I on her shoulder to show I was not looking at her.,When did they clap her shoulder?,E,5 times a week,before they laughed,once or twice,1 week before he turned 7.8 years old,None of the above
'I on her shoulder to show I was not looking at her.,When did they clap her shoulder?,E,1 times per week,the third friday of each month,the room was used,the next night,None of the above
'I on her shoulder to show I was not looking at her.,When did they clap her shoulder?,E,he emerged as a peacemaker,the next day,fifty years,the room was used,None of the above
'I on her shoulder to show I was not looking at her.,When did they clap her shoulder?,E,the next century,once every century,twice each month,2 times a seconds,None of the above
'I on her shoulder to show I was not looking at her.,When did they clap her shoulder?,E,the next month,once per hour,a couple hours,3 days,None of the above
In 1996 the WHO found that much of the world existed in a form of ``semi-starvation.'',How much did it take for the WHO to find that fact?,E,a few and,during several years,two years,two -,None of the above
In 1996 the WHO found that much of the world existed in a form of ``semi-starvation.'',How much did it take for the WHO to find that fact?,E,6 centuries,35 seconds,7 seconds,18 years,None of the above
In 1996 the WHO found that much of the world existed in a form of ``semi-starvation.'',How much did it take for the WHO to find that fact?,E,once per hour,aircraft are hijacked once a week,for a century,two hours,None of the above
In 1996 the WHO found that much of the world existed in a form of ``semi-starvation.'',How much did it take for the WHO to find that fact?,E,each month,every 90 years,two centuries,three days,None of the above
In 1996 the WHO found that much of the world existed in a form of ``semi-starvation.'',How much did it take for the WHO to find that fact?,E,they change at day time,many hours,at midnight,usually a minute,None of the above
In 1996 the WHO found that much of the world existed in a form of ``semi-starvation.'',What happened after the WHO discovered this fact?,E,for 15 years,the who ignored the population,once per month,the first friday of each year,None of the above
In 1996 the WHO found that much of the world existed in a form of ``semi-starvation.'',How exactly does the WHO find out facts about the population?,E,every century,once he got to washington,not speak to each other,every other month,None of the above
In 1996 the WHO found that much of the world existed in a form of ``semi-starvation.'',How exactly does the WHO find out facts about the population?,E,destroys it,every minute,about once a century,no he gave up,None of the above
In 1996 the WHO found that much of the world existed in a form of ``semi-starvation.'',How exactly does the WHO find out facts about the population?,E,once a second,10 times a minute,once every year,every other year,None of the above
In 1996 the WHO found that much of the world existed in a form of ``semi-starvation.'',How exactly does the WHO find out facts about the population?,E,for 15 years,once a hour,each few seconds,the u.k. and france keep their nuclear weapons,None of the above
In 1996 the WHO found that much of the world existed in a form of ``semi-starvation.'',How exactly does the WHO find out facts about the population?,E,3 week,once every month,the two discuss a wide range of issues,every night,None of the above
In 1996 the WHO found that much of the world existed in a form of ``semi-starvation.'',What day did the WHO discover this fact?,B,every 20 second,monday,this was put into practice,every 10 years,None of the above
In 1996 the WHO found that much of the world existed in a form of ``semi-starvation.'',What day did the WHO discover this fact?,A,tuesday,in the last 15 years,monday,3 weeks,None of the above
In 1996 the WHO found that much of the world existed in a form of ``semi-starvation.'',What day did the WHO discover this fact?,B,she was a pirate,on monday,for 30 seconds,the group members forgot about the other comments and images,None of the above
'An were filed in the case detailed relationships between group members as they visited and based on images.,How long did the group members meet?,E,every 10 years,for a minute,she found her place,every minute,None of the above
'An they filed in the case detailed relationships between group members as they walked and took on images.,How long did the group members meet?,E,a few and,lived with your father,in the last 15 years,puts it in a box,None of the above
'An the filed in the case detailed conversations between group members as they watched and put on images.,How long did the group members meet?,E,a few centuries,they lost a hundred wars,they change when the type of material change,every month,None of the above
'An were filed in the case detailed relationships between group members as they visited and based on images.,How long did the group members meet?,E,for a century,puts it in a box,the two discuss a wide range of issues,a few times a week,None of the above
'An were filed in the case detailed relationships between group members as they visited and based on images.,How long did the group members meet?,E,for 30 hours,she doubted that kind of performance is sustainable,for a day,she wanted a jim beam,None of the above
'An were filed in the case detailed relationships between group members as they visited and based on images.,How long did the group members meet?,E,he places this on display,twice a century,he attended to high school,an second,None of the above
'An the filed in the case detailed relationships between group members as they watched and put on images.,What happened after the group members interacted?,E,0.56 seconds,a day ago,the group members forgot about the other comments and images,they change at day time,None of the above
'An were filed in the case detailed relationships between group members as they visited and took on images.,What happened after the group members interacted?,C,5 times a hour,he tried other countries,a crime was committed involving the same comments and images,6 weeks,None of the above
'An were filed in the case detailed relationships between group members as they walked and took on images.,What happened after the group members interacted?,E,yes they will never be worried,they appear at night time,1 minute,the press recorded their thoughts,None of the above
'An the filed in the case detailed relationships between group members as they watched and posted on images.,What happened after the group members interacted?,E,about a week,2.44 years,they had a sleepover,yes they do this every minute for fun,None of the above
'An were filed in the case detailed relationships between group members as they visited and based on images.,How long do the group members meet?,E,it can take 1 week to grant a subpoena,1.67 times a week,many hours,every century,None of the above
'An was filed in the case detailed relationships between group members as they walked and took on images.,How long do the group members meet?,E,once per year,she doubted that kind of performance is sustainable,three times a minute,5 times a week,None of the above
'An were filed in the case detailed relationships between group members as they visited and based on images.,How long do the group members meet?,E,a generation,once a second,no they remained ions,no they remain ions,None of the above
'An were filed in the case detailed relationships between group members as they visited and based on images.,How long do the group members meet?,E,in summer,7.33 years,three times a century,invite the terrorists to lunch,None of the above
'An were filed in the case detailed relationships between group members as they drew and put on images.,How much do the group members meet?,E,they draw the images,once every year,they were seeing different people,destroys it,None of the above
'An were filed in the case detailed relationships between group members as they visited and based on images.,How long do the group members meet?,E,max and joey ran 20 % through the fields,every minute,saturday,every 10 years,None of the above
'An was filed in the case detailed relationships between group members as they walked and took on images.,How long do the group members meet?,B,for less than a month,every month,18 hours,yes they do this every minute for fun,None of the above
'An was filed in the case detailed relationships between group members as they walked and took on images.,How long do the group members meet?,C,every few hours,yes they do this every century for fun,once a week,once a minute,None of the above
'An were filed in the case detailed relationships between group members as they visited and based on images.,What time of day did the group members most likely meet?,C,each few weeks,once each five seconds,in the evening,15 days,None of the above
'An were filed in the case detailed relationships between group members as they visited and based on images.,What time of day did the group members most likely meet?,D,1 times per week,yes they will sometimes be worried,5 times a century,in the morning,None of the above
"'This approach has been echoed by Lev Landau and Evgeny Lifshitz, and others, and has become popular.",How many times per week is the approach used?,E,it was developed into practice,2.5 times,a crime was committed involving the same comments and images,7 days,None of the above
"'This approach has been echoed by Lev Landau and Evgeny Lifshitz, and others, and has become popular.",How many times per week is the approach used?,E,0,three times a minute,0.4,within a few seconds,None of the above
"'This approach has been echoed by Lev Landau and Evgeny Lifshitz, and others, and has become popular.",How many times per week is the approach used?,C,only a few -,5 times,every day,about 12 am,None of the above
"'This approach has been echoed by Lev Landau and Evgeny Lifshitz, and others, and has become popular.",How many times per week is the approach used?,E,every month,he continued to write,5 seconds,gave speeches on social reform,None of the above
"'This approach has been echoed by Lev Landau and Evgeny Lifshitz, and others, and has become popular.",How many times per week is the approach used?,C,once every 90 %,once a year,5 times,he tried other countries,None of the above
"'This approach has been echoed by Lev Landau and Evgeny Lifshitz, and others, and has become popular.",How many times per week is the approach used?,E,every century,aircraft are hijacked once a hour,2.44 years,2 times a seconds,None of the above
"'This approach has been echoed by Lev Landau and Evgeny Lifshitz, and others, and has become popular.",What happened after the approach was made by Landau and Lifshitz?,B,he places it on display,it was adopted by others,10 times a month,3 days,None of the above
"'This approach has been echoed by Lev Landau and Evgeny Lifshitz, and others, and has become popular.",What happened after the approach was made by Landau and Lifshitz?,A,it was used by others,10 years,an minute,planes are hijacked every a hour,None of the above
"'This approach has been echoed by Lev Landau and Evgeny Lifshitz, and others, and has become popular.",What happened after the approach was made by Landau and Lifshitz?,B,one day,this was put into practice,2 years,in the first 5 -,None of the above
"'This approach has been echoed by Lev Landau and Evgeny Lifshitz, and others, and has become accepted.",What happened after the approach was made by Landau and Lifshitz?,C,twice a night,1 month,it was accepted by others,he published books of his own,None of the above
"'This approach has been echoed by Lev Landau and Evgeny Lifshitz, and others, and has become popular.",What happened after the approach was made by Landau and Lifshitz?,E,years,maybe,no they remain ions,it was lost,None of the above
"'This approach has been echoed by Lev Landau and Evgeny Lifshitz, and others, and has become accepted.",What happened after the approach was made by Landau and Lifshitz?,B,twice a week,it was accepted by some,the movie was released in the past hour,yes they do it every century for fun,None of the above
"'This approach has been echoed by Lev Landau and Evgeny Lifshitz, and others, and has become popular.",What happened after the approach was made by Landau and Lifshitz?,E,9 times each year,once every day,at dawn,it was forgotten,None of the above
"'This approach has been echoed by Lev Landau and Evgeny Lifshitz, and others, and has become popular.",What happened after the approach was made by Landau and Lifshitz?,A,it was developed into practice,it can take 1 year to grant a subpoena,she introduces each chapter,pushkin liked to speak at high noon usually,None of the above
"'This approach has been echoed by Lev Landau and Evgeny Lifshitz, and others, and has become popular.",What happened after the approach was made by Landau and Lifshitz?,C,within a few hours,1.5 hours,it was put into practice,5 year,None of the above
"'This approach has been echoed by Lev Landau and Evgeny Lifshitz, and others, and has become popular.",How much did it take to become standard?,E,they can only eat 1 meal per night,twice per day,about a week,pushkin liked to speak at high noon usually,None of the above
"'This approach has been echoed by Lev Landau and Evgeny Lifshitz, and others, and has become popular.",How much did it take to become standard?,B,three times a minute,2 years,no he gave up,start the rift,None of the above
"'This approach has been echoed by Lev Landau and Evgeny Lifshitz, and others, and has become popular.",How many did it take to become standard?,E,yes they do it all century for fun,hours,a hour later,max and joey ran 20 % through the fields,None of the above
"'This approach has been echoed by Lev Landau and Evgeny Lifshitz, and others, and has become popular.",How many did it take to become standard?,E,several seconds,they can only eat 9 meal per day,once every week,the work gets the award,None of the above
"'This approach has been echoed by Lev Landau and Evgeny Lifshitz, and others, and has become popular.",How much did it take to become standard?,E,yes,they were lonely,about a hour,they ' re moved to the place in the facility they ' re required,None of the above
"'This approach has been echoed by Lev Landau and Evgeny Lifshitz, and others, and has become popular.",How much did it take to become standard?,E,once every century,begged for money on the streets,weeks,on most weekdays after school,None of the above
"'This approach has been echoed by Lev Landau and Evgeny Lifshitz, and others, and has become popular.",How much did it take to become standard?,A,years,he emerged as the heir apparent,3 weeks,they walked and,None of the above
"'This approach has been echoed by Lev Landau and Evgeny Lifshitz, and others, and has become popular.",How much did it take to become standard?,E,10 weeks,they get more food,destroy it,about one week,None of the above
"'This approach has been echoed by Lev Landau and Evgeny Lifshitz, and others, and has become popular.",How many did it take to become standard?,B,once every year,some years,pushkin liked to speak at high noon usually,once every 30 days,None of the above
